"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0140467","integrated stress response signaling","2/3","53/18842",0.0377358490566038,237.006289308176,21.7116763906661,2.32479708414017e-05,0.00190862298617777,0.000226513563891066,"FOS/JUN",2
"GO:1902895","positive regulation of miRNA transcription","2/3","55/18842",0.0363636363636364,228.387878787879,21.3109895672054,2.50513708448121e-05,0.00190862298617777,0.000226513563891066,"FOS/JUN",2
"GO:2000630","positive regulation of miRNA metabolic process","2/3","64/18842",0.03125,196.270833333333,19.7463294412662,3.3998282467681e-05,0.00190862298617777,0.000226513563891066,"FOS/JUN",2
"GO:1902893","regulation of miRNA transcription","2/3","74/18842",0.027027027027027,169.747747747748,18.3539069937737,4.55341245200374e-05,0.00190862298617777,0.000226513563891066,"FOS/JUN",2
"GO:0061614","miRNA transcription","2/3","75/18842",0.0266666666666667,167.484444444444,18.2301627147454,4.67799751514158e-05,0.00190862298617777,0.000226513563891066,"FOS/JUN",2
"GO:2000628","regulation of miRNA metabolic process","2/3","87/18842",0.0229885057471264,144.383141762452,16.9154230333772,6.30376154797928e-05,0.00214327892631295,0.000254362308076357,"FOS/JUN",2
"GO:0060395","SMAD protein signal transduction","2/3","96/18842",0.0208333333333333,130.847222222222,16.0952472516081,7.68136074143614e-05,0.00223856798750425,0.000265671123388017,"FOS/JUN",2
"GO:0010586","miRNA metabolic process","2/3","103/18842",0.0194174757281553,121.954692556634,15.5328735852999,8.84652628948382e-05,0.00225586420381837,0.000267723821918589,"FOS/JUN",2
"GO:0033002","muscle cell proliferation","2/3","211/18842",0.00947867298578199,59.5323854660348,10.7895429411514,0.000371679190339841,0.00842472831436973,0.000999838757639338,"FOS/JUN",2
"GO:0007179","transforming growth factor beta receptor signaling pathway","2/3","230/18842",0.00869565217391304,54.6144927536232,10.3236501022013,0.000441504923492755,0.00900670043925221,0.0010689066568772,"FOS/JUN",2
"GO:0071560","cellular response to transforming growth factor beta stimulus","2/3","278/18842",0.00719424460431655,45.1846522781775,9.36573226784279,0.000644395509411652,0.0114311128174225,0.00135663361610277,"FOS/JUN",2
"GO:0071559","response to transforming growth factor beta","2/3","284/18842",0.00704225352112676,44.2300469483568,9.26324116937212,0.000672418401024851,0.0114311128174225,0.00135663361610277,"FOS/JUN",2
"GO:0048545","response to steroid hormone","2/3","317/18842",0.00630914826498423,39.6256572029443,8.75205591761119,0.000837083163584745,0.0131357665670221,0.00155894030465175,"FOS/JUN",2
"GO:0141091","transforming growth factor beta receptor superfamily signaling pathway","2/3","357/18842",0.00560224089635854,35.1858076563959,8.22912964566007,0.00106051884244919,0.015320810328353,0.00181825922369515,"FOS/JUN",2
"GO:0009410","response to xenobiotic stimulus","2/3","368/18842",0.00543478260869565,34.1340579710145,8.10031199231507,0.00112653017120243,0.015320810328353,0.00181825922369515,"CD69/FOS",2
"GO:0007178","cell surface receptor protein serine/threonine kinase signaling pathway","2/3","389/18842",0.0051413881748072,32.2913453299057,7.86953777393507,0.00125800738296956,0.0160395941328619,0.00190356380317762,"FOS/JUN",2
"GO:0010454","negative regulation of cell fate commitment","1/3","10/18842",0.1,628.066666666667,25.0293269672782,0.00159142721467032,0.0162265263849968,0.00192574874538145,"CD69",1
"GO:1903131","mononuclear cell differentiation","2/3","439/18842",0.00455580865603645,28.6135155656796,7.38742913259721,0.00159978173726232,0.0162265263849968,0.00192574874538145,"CD69/FOS",2
"GO:1904628","cellular response to phorbol 13-acetate 12-myristate","1/3","11/18842",0.0909090909090909,570.969696969697,23.8613546978608,0.0017504770085508,0.0162265263849968,0.00192574874538145,"FOS",1
"GO:0071107","response to parathyroid hormone","1/3","12/18842",0.0833333333333333,523.388888888889,22.8424705206088,0.00190950991009475,0.0162265263849968,0.00192574874538145,"FOS",1
"GO:0043392","negative regulation of DNA binding","1/3","13/18842",0.0769230769230769,483.128205128205,21.9434175188095,0.00206852592019924,0.0162265263849968,0.00192574874538145,"JUN",1
"GO:0043922","host-mediated suppression of viral transcription","1/3","13/18842",0.0769230769230769,483.128205128205,21.9434175188095,0.00206852592019924,0.0162265263849968,0.00192574874538145,"JUN",1
"GO:1904627","response to phorbol 13-acetate 12-myristate","1/3","13/18842",0.0769230769230769,483.128205128205,21.9434175188095,0.00206852592019924,0.0162265263849968,0.00192574874538145,"FOS",1
"GO:2000320","negative regulation of T-helper 17 cell differentiation","1/3","14/18842",0.0714285714285714,448.619047619048,21.1423939557846,0.00222752503976176,0.0162265263849968,0.00192574874538145,"CD69",1
"GO:0014856","skeletal muscle cell proliferation","1/3","15/18842",0.0666666666666667,418.711111111111,20.4227760464979,0.00238650726967871,0.0162265263849968,0.00192574874538145,"FOS",1
"GO:0051412","response to corticosterone","1/3","15/18842",0.0666666666666667,418.711111111111,20.4227760464979,0.00238650726967871,0.0162265263849968,0.00192574874538145,"FOS",1
"GO:2000317","negative regulation of T-helper 17 type immune response","1/3","15/18842",0.0666666666666667,418.711111111111,20.4227760464979,0.00238650726967871,0.0162265263849968,0.00192574874538145,"CD69",1
