"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","log2err","celltype","direction"
"GO:0089718","amino acid import across plasma membrane",16,-0.723837311777491,-2.0755063514589,9.29131609365516e-05,0.0357735559586549,0.0214096028425273,482,"tags=44%, list=5%, signal=42%","SLC3A2/ARL6IP5/TNF/ITGB1/SLC7A1/SLC38A5/SLC1A5",0.538434096309916,"GZMK_gamma_delta_T","HS"
"GO:0007030","Golgi organization",110,-0.380974213010702,-1.65565153251633,0.000417553928849522,0.0359879292427181,0.0220052480063376,1986,"tags=31%, list=19%, signal=25%","SURF4/YIPF5/COG1/ARHGEF7/ATP8B2/TMED2/LYSMD3/SYNE1/HACE1/BAG5/CLASP2/ATP8B1/VPS13B/HUWE1/STX5/BLZF1/USP6NL/RBSN/PI4K2B/CSNK1A1/VCPIP1/GOLGA8B/RAB33B/COG5/ARMH3/GOLGA2/AKAP9/BET1/UBXN2A/RAB30/GCC2/HTT/GOLGA8A/VTI1A",0.49849310876659,"Naive_B","HS"
"GO:0016925","protein sumoylation",55,-0.474112844275728,-1.87311682439536,0.000429061732809964,0.0362250691558127,0.0221502500308956,1206,"tags=33%, list=12%, signal=29%","CDKN2A/PIAS1/SENP1/SUMO3/MUL1/HDAC4/BCL11A/RANBP2/TRIM38/SENP6/EID3/SENP5/SLF1/SMC5/TOPORS/UHRF2/NSMCE3/MDM2",0.49849310876659,"Naive_B","HS"
"GO:0002396","MHC protein complex assembly",16,-0.687626798830055,-1.95056550232514,0.000271170009655928,0.0411500489652871,0.0376898168126208,1969,"tags=56%, list=18%, signal=46%","TAPBP/HLA-A/HLA-DMA/HLA-DRA/HLA-DPB1/HLA-DQB1/HLA-DRB1/HLA-DPA1/CALR",0.49849310876659,"NK","HS"
"GO:0002501","peptide antigen assembly with MHC protein complex",16,-0.687626798830055,-1.95056550232514,0.000271170009655928,0.0411500489652871,0.0376898168126208,1969,"tags=56%, list=18%, signal=46%","TAPBP/HLA-A/HLA-DMA/HLA-DRA/HLA-DPB1/HLA-DQB1/HLA-DRB1/HLA-DPA1/CALR",0.49849310876659,"NK","HS"
"GO:0008283","cell population proliferation",362,-0.300411795054188,-1.51381449268944,0.000219846251332985,0.0428840454476823,0.032006215233281,784,"tags=32%, list=24%, signal=27%","NCKAP1L/CNBP/SOX4/YY1AP1/AHR/NEAT1/TCF7L2/SHOC2/HNRNPU/PML/IL10RA/ITGA4/JUNB/BTG1/VAV3/ALOX5/HLA-DMB/DOCK8/CSNK2B/PPP2R5C/IL6ST/RAF1/ARHGEF2/CDKN2D/UBE2L3/CD4/MDM2/NME2/CITED2/HLA-DRB1/STK11/TYK2/YME1L1/CSF2RB/HHEX/PYCARD/MNDA/CSK/IER5/PTEN/LST1/GPBAR1/EGR1/MSN/HSPA1A/SASH3/TRIB1/PAFAH1B1/CALR/XRCC6/EREG/HMGB1/ZEB2/KLF4/RICTOR/CD300A/CDC42/PRKAR1A/ANXA1/SMARCC1/MDM4/PTPRJ/TFRC/NFKBIZ/TMEM127/LRRK2/IFITM1/ID2/PTPN2/AIMP1/MTSS1/S100A11/CLEC7A/ATF3/ATF5/FOS/CCL3L1/PIAS1/TXNIP/B2M/FCGR3A/RBX1/C5AR1/KLF10/BTG2/RAB10/RBBP4/CD55/CXCL8/YPEL5/SOD2/ITGAX/IL1B/ACTB/NOTCH1/RAC2/SGK1/DUSP1/RPS6/NAMPT/CEBPB/CDKN1B/CDKN1A/TNFSF12/LYN/STAT1/GLUL/ZFP36/NR4A1/FTH1/RHOA/SDCBP/HLA-DPB1/SLC20A1/HLA-DPA1/FCGR2B",0.518848077743792,"SIGLEC1_macrophage_monocyte","HS"
"GO:0006119","oxidative phosphorylation",68,-0.4569723182572,-1.83703429292946,0.000210354917769977,0.0428840454476823,0.032006215233281,579,"tags=35%, list=18%, signal=30%","COX6A1/NDUFB7/COX4I1/UQCRB/NDUFC1/NDUFB8/MT-ND6/COX7C/MT-ND4L/COX6C/NDUFB11/COX7B/NDUFB1/NDUFB9/NDUFA3/COX8A/NDUFB2/UQCRQ/NDUFA2/UQCRH/MT-ATP8/RHOA/ATP5MG/COX7A2",0.518848077743792,"SIGLEC1_macrophage_monocyte","HS"
"GO:0019882","antigen processing and presentation",46,-0.512976087755287,-1.9222821734522,0.000234253707835118,0.0428840454476823,0.032006215233281,678,"tags=46%, list=21%, signal=37%","CTSS/HLA-DMB/LNPEP/HLA-DRB1/PYCARD/RAB6A/WAS/CTSH/CALR/CD68/MPEG1/IFI30/HLA-C/B2M/RAB10/PDIA3/HLA-DRA/HLA-B/HLA-DPB1/HLA-DPA1/FCGR2B",0.518848077743792,"SIGLEC1_macrophage_monocyte","HS"
"GO:0002478","antigen processing and presentation of exogenous peptide antigen",23,-0.644282924497703,-2.03489113284324,0.000233797168773494,0.0428840454476823,0.032006215233281,678,"tags=57%, list=21%, signal=45%","CTSS/HLA-DMB/LNPEP/HLA-DRB1/MPEG1/IFI30/HLA-C/B2M/HLA-DRA/HLA-B/HLA-DPB1/HLA-DPA1/FCGR2B",0.518848077743792,"SIGLEC1_macrophage_monocyte","HS"
"GO:0030036","actin cytoskeleton organization",191,-0.338786541683274,-1.62061126494801,0.000277823047920702,0.0445751645774994,0.0397980113556448,1195,"tags=39%, list=29%, signal=29%","ACTG1/SHTN1/PREX1/EHBP1L1/VASP/NRP1/TTC17/ARPC5L/GMFG/WIPF1/HCK/PAK2/PIK3R1/DNM2/FLNA/NAA20/TPM4/WAS/WASF2/ZEB2/MKLN1/CORO1A/LCP1/TLN1/TRIM27/MSRB2/ACTB/DSTN/FLNB/ACAP1/JAK2/RHOH/CUL3/PARVG/ARF6/TAOK1/GSN/ACTR3/CORO1C/ARHGAP25/PPP1R9B/AIF1/SSH2/SH3BP1/CSF1R/COTL1/HSP90B1/PDCD6IP/WASHC4/CAPZB/ROCK1/ARF1/RAP1GDS1/ARHGEF2/MARCKSL1/ARPC5/AKAP13/CD2AP/FCHSD2/GRB2/IQGAP2/MRTFA/ALDOA/MYO1G/CYTH2/CCDC88A/RHOB/ABI3/ACTR2/CFLAR/CORO7/BIN1/RHOC/CDC42",0.49849310876659,"pDC","HS"
"GO:0014909","smooth muscle cell migration",21,-0.620599918023992,-1.9002499588718,0.000621167896500282,0.0458887783539584,0.0280592401295507,1955,"tags=43%, list=19%, signal=35%","CRK/CCL5/NFE2L2/DDR1/S100A11/MEF2C/SORL1/DDIT3/MDM2",0.477270815362862,"Naive_B","HS"
"GO:0008625","extrinsic apoptotic signaling pathway via death domain receptors",54,-0.489821212416123,-1.83145291176787,0.000281771466283199,0.0494001734687705,0.0306250929737393,1449,"tags=28%, list=12%, signal=25%","TNFRSF10B/CASP8/BCL2L1/CFLAR/FEM1B/LGALS3/BIRC3/BLOC1S2/TNF/DDX47/FAS/PMAIP1/TNFAIP3/TRADD/BCL2",0.49849310876659,"Naive_CD8_T","HS"
