"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"CD69",9.28640554019493,-2.73304775706145,0.541334499631464,-5.048722663939,4.44773865778954e-07,0.000535386125591463
"FOS",66.4943857106307,-1.97481043989628,0.397099188649756,-4.97309109749423,6.58936769958724e-07,0.000535386125591463
"S100A6",18.447897933797,1.28988200495904,0.273728231319243,4.71227245630603,2.44969548885447e-06,0.00132691838979617
"MAZ",6.8405579407712,1.24207757721757,0.321241755028144,3.86648857994426,0.000110413631752298,0.044855537899371
"JUN",24.5017709902455,-1.87457129941539,0.493327724840596,-3.79984988684976,0.000144783762999266,0.0470547229747615
"EGR1",3.44261275482056,-4.34695076337911,1.25029188744646,-3.47674875525037,0.00050753317356414,0.137456901173621
"MT-ND4L",69.0859408476561,-0.605507629407793,0.183507437319567,-3.2996353622079,0.000968105268324526,0.224738723003908
"NFKBIZ",3.74384243489613,-2.45927562619466,0.790764041567239,-3.10999931322187,0.00187087778900714,0.316780827763174
"CLU",2.08531653882434,1.8421775314192,0.58236402322462,3.16327495853683,0.00156004912487718,0.316780827763174
"RPS17",18.5520000763962,0.618190477061089,0.199555857264175,3.09783178272096,0.00194942047854261,0.316780827763174
"RPS10",6.94623445110288,1.33946993801211,0.450812166127819,2.97123733265071,0.00296602472209099,0.406945142326669
"IER2",9.72349375667327,-1.84791502181094,0.622778152635037,-2.9672123435805,0.00300513335872002,0.406945142326669
"S100A4",28.5332866017293,0.674201003588759,0.231126229539132,2.91702505999913,0.00353387379003471,0.441734223754339
"MINPP1",3.65872952449201,1.33647353126584,0.472341033044994,2.82946735042292,0.0046625557108833,0.473540814386585
"RPS28",228.093527932744,0.446203422445511,0.157486829528558,2.83327452702702,0.00460737986222199,0.473540814386585
"EMP3",13.0117328972939,0.741487455325082,0.25999809821267,2.8518956885545,0.00434593593838377,0.473540814386585
"DUSP1",24.3397413630294,-1.09483027024169,0.399582999819601,-2.73993205600832,0.00614518865137099,0.478404992051289
"C1QTNF4",2.84663535399774,-3.09832391530555,1.13162437657633,-2.73794377307369,0.00618246451266281,0.478404992051289
"KLF1",3.10642643119741,1.65808172900002,0.605448249539316,2.73860190406306,0.0061701035457407,0.478404992051289
"FBXO7",6.22616556807104,0.98263696590895,0.357890129942729,2.74563862955985,0.00603932459078888,0.478404992051289
"MT-ATP8",16.2434291760508,-1.23351588256511,0.444212534029299,-2.77685969681294,0.00548868660554075,0.478404992051289
"CMPK1",4.60168758000547,-1.47953138102416,0.580112540121683,-2.55042130396599,0.0107592811562193,0.591535764803089
"TSPAN2",3.822462251313,-2.11345685290873,0.817967079228468,-2.58379207009432,0.00977206881281091,0.591535764803089
"MCL1",5.47742047832906,-1.31344265188822,0.505196375572753,-2.59986554812302,0.00932602919733093,0.591535764803089
"SELL",12.8593179302636,-1.24438868534888,0.474171407156166,-2.62434357400855,0.00868161609245067,0.591535764803089
"IRF1",7.07731407242463,-1.46576752854797,0.572298012590555,-2.56119625841972,0.0104312410638663,0.591535764803089
"HLA-A",90.7048539304353,-0.604155459321985,0.237367971746647,-2.54522737366955,0.0109206602732878,0.591535764803089
"CTDNEP1",3.92609928746653,1.18295732061167,0.446851633805323,2.64731564375803,0.00811335842729848,0.591535764803089
"ZFP36",6.47713420388732,-1.30761804078049,0.512615538481945,-2.55087476406365,0.0107452929679844,0.591535764803089
"AVP",2.23272211211979,-3.189027395953,1.22071653922884,-2.61242253501995,0.00899030639332927,0.591535764803089
"HBD",4.64439229053947,2.31087877940579,0.927068473711946,2.49267324359885,0.0126785462835653,0.654625173861354
"RPL17",97.3113016595039,0.40888881033617,0.16498192871691,2.47838544206727,0.0131978485130758,0.654625173861354
"CALR",19.294792075342,-0.760425654592523,0.307143823921836,-2.47579666386533,0.013293926607646,0.654625173861354
"GMFG",18.0165387767492,-0.644355153790775,0.26150541548551,-2.46402221764496,0.0137387594938231,0.656631887572428
"PPIB",19.746822626473,0.718531891671281,0.298034679108654,2.41090028120294,0.0159131986444197,0.738827079919486
"EMID1",4.70484242772137,1.09098336745198,0.458165891437236,2.38119726466245,0.0172564682767597,0.778937804159291
"PRDX1",11.3124450407789,-0.960549210141499,0.422851108121844,-2.27160149681981,0.0231105904080732,0.79694372046584
"PSMB4",3.55290266359625,1.04151005760548,0.459485427697705,2.26668789655434,0.0234092983154857,0.79694372046584
"SLC40A1",9.18167952276808,1.02113894280596,0.440003783811631,2.32075036709939,0.0203003206450804,0.79694372046584
"IGFBP7",10.5532106778547,-0.798375343390909,0.354630775769722,-2.25128612049545,0.0243674213118774,0.79694372046584
