"celltype","ID","Description","NES","pvalue","p.adjust","qvalue","setSize","core_enrichment"
"CD1C_DC","GO:0045321","leukocyte activation",-1.53396081817371,3.65690875230887e-05,0.00436351789509372,0.0030722045818411,443,"PSMB3/NOD2/KMT2E/IFNGR1/VAMP8/SMARCD3/CLEC4A/HDAC9/IL27RA/NR4A3/VAV1/STXBP3/KIF13B/ADGRE2/SMARCD2/HLA-A/IL18/ZBTB1/SART1/MNDA/MEF2C/CD47/PDPK1/CD300A/SLC7A1/SPIB/CD22/PCID2/TNFRSF14/ITGAL/BCL6/SAMSN1/GPR65/ZFP36L1/PNP/GPR183/IL15/BRD2/PRKAR1A/MILR1/BLNK/TOP2B/BCL2/CD2/PRKCD/LDLR/RELB/JAML/RC3H1/PJA2/IRF4/HAVCR2/FCGR2B/CD300LF/JAK2/PPP3CB/NFE2L2/MLH1/ZFP36L2/SIRPB1/DNAJB9/CCL3/ICAM1/CXCL8/PSMA4/PTGER4/MAP3K8/VSIR/PTPN2/PTPRC/MALT1/SASH3/FOXO3/TNFSF13/DOCK8/ADAM10/JAK3/IL1B/GRN/PRNP/CEBPB/LCP2/IL4R/LAPTM5/SMAD3/CLEC7A/CD1D/PPP2R3C/GAB2/PLSCR1/SH3KBP1/LTBR/KLF6/IRF1/TNFSF13B/RIPOR2/KAT7/TNFAIP3/TOLLIP/JUNB/HLA-E/FNIP1/RSAD2/CD69/STAT3/CD55/CLEC12A/NFKBIZ"
"CD1C_DC","GO:0009615","response to virus",-1.69108438394979,3.84067301121887e-05,0.00443957795890581,0.0031257558865811,230,"MORC3/SETD2/AZI2/IRAK3/TRIM22/OTUD4/IFNGR1/ABCF3/VAMP8/ISG20/AIMP1/TRAF3IP3/ZC3HAV1/ADAR/RELA/IFITM3/TRIM5/IFI44/OASL/IFIT2/ILRUN/MLKL/BCL2/OAS1/CASP1/POU2F2/BNIP3L/MX2/GBP1/HIF1A/NLRC5/PML/IFI16/IFIT5/PTPRC/DDX3X/TLR8/OAS2/RNASE2/OAS3/RNF135/IL1B/IFI44L/SMAD3/DHX58/IFI27/IFITM1/PLSCR1/BCL3/PMAIP1/DDX60L/ZBP1/IRF1/PARP9/ZNFX1/DTX3L/DDX60/IFIT3/TNFAIP3/CXCR4/GBP5/UBE2W/EIF2AK2/RSAD2/HERC5/NFKBIZ"
"Neutrophils","GO:0019730","antimicrobial humoral response",-2.20780160791332,1.03364807740732e-06,0.00454701789251479,0.00380763650134033,48,"HMGN2/CXCL1/CCL3L1/HLA-A/IGHG1/JCHAIN/IGHA1/CCL3/ADM/RNASE3/CXCL2/ELANE/CXCL3/CXCL8"
"CD14_CD163_macrophage","GO:2001236","regulation of extrinsic apoptotic signaling pathway",-1.99412470631687,2.79172056337087e-05,0.00473545600561783,0.00343230684304672,73,"SP100/TMBIM1/RIPK1/PSME3/TRAF1/BCL10/DDX3X/RFFL/CFLAR/ICAM1/PARK7/CYLD/G0S2/BCL2L1/BCL2/LTBR/HTT/MCL1/ACSL5/PMAIP1/TLR6/FADD/MAP2K5/FEM1B/HMOX1/KLF4/EYA3/SIAH2/ATF3/IL1B/TNFAIP3"
"CD1C_DC","GO:0048525","negative regulation of viral process",-2.00812230226748,4.23807107986638e-05,0.00475049240134113,0.00334466017380412,48,"ISG20/SP100/ZC3HAV1/IFITM3/HEXIM1/OASL/OAS1/FAM111A/IFI16/IFIT5/OAS2/OAS3/IFITM1/PLSCR1/TRIM14/ZNFX1/EIF2AK2/RSAD2/ZFP36"
"CD1C_DC","GO:0050792","regulation of viral process",-1.86994470704519,4.61205157627594e-05,0.00483737808122741,0.00340583342672996,92,"VPS4A/ISG20/SP100/ZC3HAV1/ADAR/DDX5/IFITM3/TRIM5/HEXIM1/OASL/RSF1/TOP2B/BCL2/OAS1/DYNLT1/FAM111A/CXCL8/IFI16/IFIT5/DDX3X/OAS2/OAS3/STOM/IFITM1/PLSCR1/TRIM14/ZNFX1/EIF2AK2/RSAD2/ZFP36"
"CD14_CD163_macrophage","GO:0002396","MHC protein complex assembly",-2.14970378436593,3.18416988059974e-05,0.00495898225302565,0.00359432094848202,16,"HLA-DMB/TAPBPL/CALR/TAPBP/HLA-DRA/HLA-DRB1/HLA-A/HLA-DPA1/HLA-DPB1"
"CD14_CD163_macrophage","GO:0002501","peptide antigen assembly with MHC protein complex",-2.14970378436593,3.18416988059974e-05,0.00495898225302565,0.00359432094848202,16,"HLA-DMB/TAPBPL/CALR/TAPBP/HLA-DRA/HLA-DRB1/HLA-A/HLA-DPA1/HLA-DPB1"
"CD14_CD163_macrophage","GO:0031348","negative regulation of defense response",-1.7884030442071,3.28893443457854e-05,0.00495898225302565,0.00359432094848202,158,"DDX39A/MUL1/LPCAT3/ARNT/NR1D2/IFI16/TMSB4X/HAVCR2/VPS35/ZDHHC18/YTHDF3/IL1RN/RB1/PSMA1/PPARD/YWHAZ/IL10RA/KLRC1/SMAD3/PTPRC/ITCH/SLC39A8/TIGIT/IRAK3/PIM1/HLA-B/TNFRSF1B/AOAH/GRN/TTLL12/MFHAS1/GIGYF2/CYLD/PRKAR1A/MKRN2/MICB/SAMHD1/ILRUN/METTL3/HLA-E/NMI/FAM76B/SERPING1/PPM1B/HLA-DRB1/HLA-A/STAT3/ATG5/KLF4/PTPN2/IL10RB/IL1B/NLRP3/CD69/RORA/IL1R2/CLEC12A/TNFAIP3"
"Mast_cells","GO:0033993","response to lipid",-1.78886770812308,0.000112573905569755,0.00534573924556916,0.00316559553351244,117,"PTPRC/FOSB/TBXAS1/CHMP5/RAP1A/TXNIP/PIM1/PDCD7/HNRNPU/B2M/GSTP1/SOCS2/RWDD1/IRAK3/NR3C1/RAN/AKR1C3/CRHBP/STAT3/XBP1/MT-ND3/PRDX3/BTG2/NRIP1/DDX5/SP100/JUNB/HDAC2/IGFBP7/SMARCA4/FIS1/CALR/ZFP36/AVP/DUSP1/NFKBIZ/JUN/FOS"
"Mast_cells","GO:0009719","response to endogenous stimulus",-1.70781489657825,0.000109435003367656,0.00534573924556916,0.00316559553351244,173,"KDM5B/RAP1A/TXNIP/PIM1/KLF2/PDCD7/MZB1/ROCK1/HNRNPU/CHURC1/MT-CYB/HHEX/GSTP1/SOCS2/RWDD1/CD44/SRSF5/STRAP/ARID4B/APPL1/NR3C1/ATP2B1/RAN/AKR1C3/CRHBP/ZYX/STAT3/RUNX2/XBP1/MT-ND3/OGT/DDIT4/BTG2/DDX5/SP100/JUNB/HDAC2/IGFBP7/SMARCA4/CALR/ZFP36/AVP/DUSP1/IER2/NFKBIZ/EGR1/JUN/FOS"
"Mast_cells","GO:0071495","cellular response to endogenous stimulus",-1.69892816992102,0.000109585217811266,0.00534573924556916,0.00316559553351244,137,"KDM5B/RAP1A/PIM1/KLF2/MZB1/ROCK1/HNRNPU/CHURC1/HHEX/GSTP1/SOCS2/RWDD1/CD44/SRSF5/STRAP/ARID4B/APPL1/NR3C1/ATP2B1/RAN/AKR1C3/CRHBP/ZYX/STAT3/RUNX2/XBP1/MT-ND3/OGT/DDIT4/DDX5/SP100/HDAC2/IGFBP7/SMARCA4/CALR/ZFP36/DUSP1/NFKBIZ/JUN/FOS"
"CD1C_DC","GO:1902895","positive regulation of miRNA transcription",-2.11727057101644,5.38886514986342e-05,0.00538740869982291,0.00379309128317235,23,"HIF1A/FOXO3/NR3C1/SMAD3/KLF4/EGR1/JUN/FOS/STAT3"
"CD1C_DC","GO:0002833","positive regulation of response to biotic stimulus",-1.65561582328402,5.55898333599136e-05,0.00541123141048212,0.003809864043729,240,"ADCY7/ANKRD17/RBM47/LY86/IRAK4/KAT5/CPT1A/PRKCA/NLRP3/ZDHHC5/LAMP2/ZDHHC3/RASGRP4/CCL5/FCN1/GPS2/IRAK3/SLC15A3/HMGB2/SLC15A4/BRCC3/OTUD4/PAK1/NOD2/NPLOC4/EMILIN2/CSNK1A1/TRAF3IP3/NLRC4/ZC3HAV1/RELA/MNDA/LYPLAL1/PDPK1/CD300A/TRIM5/NINJ1/HEXIM1/OASL/USP15/OAS1/PUM2/CASP1/PJA2/HAVCR2/CD300LF/NAGK/RNF125/HLA-C/SLC46A2/RIPK2/NLRC5/IFI16/DDX3X/LILRA4/TLR8/OAS3/CTSS/RNF135/GRN/PSPC1/CLEC7A/DHX58/CD1D/PLSCR1/WDFY1/BCL10/NFKBIA/ZBP1/IRF1/TLR5/PARP9/ZNFX1/MEFV/DDX60/TNFAIP3/HLA-E/NAIP/GBP5/EIF2AK2/RSAD2/NFKBIZ/EREG"
"CD14_CD163_macrophage","GO:0033273","response to vitamin",-2.08856532696486,3.88604244170864e-05,0.00545519957937789,0.00395398433102778,37,"PPARD/TSPO/AQP3/PIM1/TPCN2/ALAD/BECN1/CD40/NFKBIZ/KYNU/ABCA1/MDM2/TRIM25/SNW1/BABAM2/CXCL10/SOD2"
"Mast_cells","GO:0010604","positive regulation of macromolecule metabolic process",-1.52243013556308,0.000126819856826059,0.00586374969587856,0.0034723466660469,402,"STK4/PTEN/PTPRC/FOSB/RBM3/PPP1R15A/IFI16/GRN/BCLAF1/TAF15/DAZAP2/RAP1A/DDX21/EDF1/PIM1/CSDE1/IP6K2/CCT4/PSMC5/KLF2/TCF4/MZB1/TERF2IP/MYCN/PBXIP1/ROCK1/HNRNPU/MTPN/CTSC/CHURC1/CNOT7/ZNF292/ERG/HHEX/GABARAP/DDX3X/GTF2I/WAS/CIRBP/ERP29/B2M/PSMA4/SUMO1/CNBP/RWDD1/IRF9/MAX/ID2/SQSTM1/IRAK3/CDK5RAP3/NEAT1/GTF2F1/SRSF5/EIF2AK2/TMX1/PSMA7/RAB7A/CAPRIN1/YBX3/CD74/APPL1/SRSF1/RTN4/NR3C1/MYH9/KIT/NFKBIA/SLC38A2/ACTB/SF3B1/MORF4L1/KMT2E/PTTG1IP/RSF1/EIF3E/AIF1/STAT3/RUNX2/YTHDF2/XBP1/ACTG1/OGT/GSN/SSBP2/ETS1/NCL/HMGN1/BCAP31/HLA-E/BTG2/NRIP1/SP100/JUNB/HDAC2/JUP/SMARCA4/EIF4A1/CALR/HLA-A/ZFP36/IRF1/AVP/C1QTNF4/IER2/NFKBIZ/EGR1/JUN/FOS"
"Mast_cells","GO:1902893","regulation of miRNA transcription",-2.04932725002251,0.000130728332625159,0.00588947898518984,0.00348758282321482,17,"NR3C1/STAT3/ETS1/SMARCA4/EGR1/JUN/FOS"
"T_cells_unresolved","GO:0042743","hydrogen peroxide metabolic process",-2.13798447236818,3.55605054012935e-05,0.00596488825383436,0.00542980423075576,24,"STAT3/PRDX6/SOD2/SNCA/HBA1/HBA2/HBB"
"CD1C_DC","GO:0002822","regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains",-1.89054478483387,6.44487744815807e-05,0.00611271837967608,0.0043037571668173,89,"CD1E/SLC15A4/IL27RA/HLA-A/IL18/ZBTB1/MEF2C/HLA-B/TNFRSF14/BCL6/BRD2/RC3H1/HAVCR2/FCGR2B/MLH1/HLA-C/WAS/PTPRC/MALT1/FUT7/TNFSF13/JAK3/IL1B/CLEC7A/CD1D/TNFAIP3/JUNB/HLA-E/RSAD2/CD69/CD55/NFKBIZ"
"CD14_CD163_macrophage","GO:0042110","T cell activation",-1.58560794307908,4.66890631738812e-05,0.00633570587269568,0.00459218427889237,336,"IL18/CARD11/BTN3A1/HMGB1/MEN1/STAT4/IL12RB1/KLRC1/SMAD3/JAK2/CD3G/SIT1/PTPRC/CCR2/PRNP/ZBTB16/TMEM131L/SMARCA4/PHF10/TIGIT/CD86/CBLB/NFE2L2/KLHL22/CD55/SMARCE1/TNFRSF1B/EIF2AK4/HLA-DMB/ICAM1/ABL1/SEMA4A/DDOST/NFKBIZ/CLEC2B/PRKAR1A/CASP8/PSMA4/MICB/MOV10/CBFB/HSH2D/FLOT2/CLPTM1/METTL3/HLA-E/ZBTB1/CRACR2A/TNFSF8/BRD2/EP300/TFRC/LTBR/ATF2/PPP3CB/HLA-DRA/MYB/PPP3CA/SIRPB1/CD74/SOCS3/SOCS1/FADD/SLAMF7/ZFP36L2/SLC7A1/HLA-DRB1/CTSL/HLA-A/PRKAA1/SOS1/LIG4/STAT3/ACTB/PAG1/IRF1/PTPN2/TNFRSF4/CLEC7A/JUNB/PRDM1/MALT1/SLAMF6/XBP1/TBK1/PTPN22/IL15/IL1B/NLRP3/HLA-DPA1/LCP1/CD69/RORA/HLA-DPB1"
"CD14_CD163_macrophage","GO:0042542","response to hydrogen peroxide",-1.94600417717662,5.16460436804302e-05,0.00657034511946973,0.00476225319968785,58,"ERN1/NFE2L2/CFL1/BECN1/ABL1/PARK7/KLF2/OSER1/MDM2/MYB/PRKAA1/HMOX1/BAK1/RHOB/KLF4/SOD2/AIFM1/AREG/TNFAIP3/DUSP1"
"IFN_activated_DC","GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains",-1.70414001608833,7.87775780583111e-05,0.00676412931600681,0.00614553043681815,148,"FADD/IL23A/IL2RG/TRAF6/RIF1/ANXA1/PSMA1/JAK1/BTN3A3/ZBTB1/PARP3/RNF8/FCER1G/PSMB3/C1QBP/CD74/NCKAP1L/PSMB9/SHLD2/SLAMF6/SLAMF1/CD27/PSMA2/HLA-DRB1/IL12RB1/PSMB2/PSMA3/IGHV3-23/ARID5A/EXOSC6/TNFRSF1B/HLA-A/STAT3/PRF1/CD55/MTOR/BTLA/HLA-C/GNL1/SUSD4/ZC3H12A/IL18R1/LAG3/BTN3A2/PSMA6/CTSH/RORA/SLC15A4/AHR/JUNB/LGALS1/SOCS3/CD69/NFKBIZ/FUT7/TNFAIP3"
"Naive_CD8_T","GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains",-1.71981494111556,2.68051125822495e-05,0.00691098873223527,0.00428439128050773,194,"TNFRSF14/CD40/NFKBID/IGHV4-34/DENND1B/TNFRSF1B/GATA3/PRKCQ/HLA-A/HFE/HLA-C/CD74/TFRC/PSMA6/SLAMF1/BRD2/TRAF6/SHLD2/FUT7/RIPK3/NBN/LAG3/STX7/IGHV3-15/IGHV4-39/ANXA1/RC3H2/HAVCR2/PSMA3/PCYT1A/MLH1/CTSH/CD55/HLA-DRB1/C4BPB/KLHL6/PARP3/IGHV1-18/IL18R1/MR1/IGHV6-1/CEACAM1/IGHV3-23/IL12RB1/IGHV4-59/MALT1/IGHA1/STAT4/IGLC2/FCER1G/CR1/JUNB/SOCS3/OPA1/IGHG1/STAT3/TNFAIP3/CD69/NFKBIZ/AHR"
"CD14_CD163_macrophage","GO:0032102","negative regulation of response to external stimulus",-1.73821455394228,6.01755362799506e-05,0.00742347297562663,0.00538060897687326,187,"PLAUR/TRIM65/DDX39A/MUL1/LPCAT3/ARNT/NR1D2/CCL2/IFI16/TMSB4X/HAVCR2/VPS35/ZDHHC18/DPP4/YTHDF3/IL1RN/RB1/PSMA1/TMX1/PPARD/YWHAZ/IL10RA/KLRC1/SMAD3/TRIB1/PTPRC/ITCH/SLC39A8/TIGIT/IRAK3/PIM1/HLA-B/TNFRSF1B/AOAH/GRN/TTLL12/MFHAS1/GIGYF2/CYLD/PRKAR1A/MKRN2/MICB/SAMHD1/ILRUN/SH2B3/METTL3/HLA-E/NMI/FAM76B/SERPING1/PPM1B/HLA-DRB1/HLA-A/STAT3/ATG5/KLF4/PTPN2/IL10RB/IL1B/NLRP3/CD69/RORA/IL1R2/CLEC12A/TNFAIP3/DUSP1/PADI2"
"IFN_activated_DC","GO:0032101","regulation of response to external stimulus",-1.49973424039969,9.38890624194936e-05,0.00788250839601882,0.00716163056663826,483,"AP3B1/OASL/ATG12/SNX4/FADD/IL23A/NMT2/KAT5/NINJ1/ADTRP/ZNF580/TRAF6/CAMKMT/RIOK3/PPM1B/UBQLN1/TRIM41/ANXA1/LYPLAL1/PSMA1/NR1H2/HMGB2/DDX3X/ISG15/PYHIN1/CDC37/LATS1/TRIM22/CSNK1A1/SQSTM1/RNF115/GPR183/RIPK2/YTHDF2/TBK1/TREX1/PUM2/BIRC2/ZMPSTE24/ABCC1/C1QBP/CEP63/SH2B3/PTPRJ/STAT2/CD74/UFD1/USP18/ZNFX1/PTPN1/POLR3D/TRIM25/NCKAP1L/NEDD9/NR1D2/SLAMF6/RTCA/MAPKAPK3/TRAF3/LAMP2/PTPN11/HSP90AA1/SHARPIN/AKIRIN2/NLRP2/CCDC92/CASP4/OXSR1/HLA-DRB1/IL12RB1/CST7/GBP1/SLC39A8/RB1/UBE2K/CALHM2/PRKDC/YWHAZ/DTX3L/IL10RA/TNFRSF1B/TMSB4X/HLA-A/MAP2K6/TRAF1/CD300A/STAT3/ARNT/NLRC5/TTLL12/RNF125/YTHDF3/TMX1/CD55/CASP1/SIN3A/SYT11/PPP2CA/PRKAR1A/IFIH1/SELENOS/HLA-C/PJA2/CXCR3/JAK2/NFKB1/SUSD4/PRKAR2A/ITCH/NFKBIA/OPTN/CHUK/TNIP1/ZC3H12A/IL18R1/RHBDF2/ZC3HAV1/NAGK/PDCD4/GBP5/PSMA6/USP15/ZBP1/DDX60/RBX1/APOBEC3G/TRIM11/BIRC3/CCL5/PAK1/CASP8/RORA/SLC15A4/AHR/POLR3F/WDFY1/NKG7/PRKCE/SEC14L1/ZDHHC5/IKBKB/SWAP70/DPP4/CTSS/TRADD/GZMK/RIPOR2/LGALS1/OSM/CD69/LYAR/NFKBIZ/CD47/NEAT1/FUT7/PIM1/DUSP1/TNFAIP3"
"SIGLEC1_macrophage_monocyte","GO:0012501","programmed cell death",-1.59371548115044,1.75632838418291e-05,0.00803812957161044,0.00599920325744057,491,"RTN3/PML/NOC2L/ITGA4/RPS3A/ATOX1/SLC25A6/PPP1R10/TAOK1/CSRNP1/HSPA5/BTG1/PPP2R5C/UBQLN1/DNAJA1/STK4/IL6ST/RAF1/ARHGEF2/HSP90AA1/CDKN2D/MDM2/NAA38/NME2/SLK/CITED2/MARCKS/LTB/STK11/YME1L1/ANP32B/PYCARD/MNDA/BNIP3L/SHISA5/ITPR1/CXCR4/PTEN/MAP3K20/RPS3/ASAH1/DDX5/ZBTB16/EGR1/HSPA1A/CTSH/URI1/BCL3/EPC1/RHOT1/CALR/TLR4/HMGB1/SET/SFPQ/ZEB2/KLF4/EIF5A/ARF4/SH3KBP1/FNIP1/IKBKE/CARD8/RICTOR/ANKLE2/YWHAZ/BCL2A1/ANXA1/PSMA6/MDM4/TFRC/PSMB1/NFKBIZ/JAK3/TPT1/PPP1R15A/LRRK2/HIGD2A/PTPN2/AIMP1/ROCK1/PSMB6/HSP90B1/MORF4L1/CCL3/PSMA7/CLEC7A/IFI27/ATF3/ATG3/TNFRSF1A/ATF5/SH3GLB1/IFI6/PLSCR1/EVI2B/PIAS1/MEF2A/GABARAP/NR4A2/PLAUR/TXNIP/SIVA1/RBX1/NAIP/MICAL1/BNIP2/BTG2/ST3GAL1/GSN/RPS7/YBX3/KHDRBS1/PPIA/BAG1/CFL1/CCNL1/UBE2D3/RASSF5/SOD2/STK17B/CBL/SAP18/DDX3X/PLK3/IL1B/ACTB/NOTCH1/MCL1/SGK1/DUSP1/SRGN/RPS6/CEBPB/CDKN1B/CDKN1A/TNFSF12/LYN/STAT1/CTSC/ZFP36/SOCS3/FTH1/TMBIM6/G0S2/RHOB/RNF130/FCGR2B"
"Mast_cells","GO:2000628","regulation of miRNA metabolic process",-2.03386534366544,0.000192736107075386,0.00808084013493949,0.00478524489562322,18,"NEAT1/NR3C1/STAT3/ETS1/SMARCA4/EGR1/JUN/FOS"
"Mast_cells","GO:1902895","positive regulation of miRNA transcription",-2.01013858489716,0.000185554388399715,0.00808084013493949,0.00478524489562322,14,"NR3C1/STAT3/ETS1/SMARCA4/EGR1/JUN/FOS"
"Mast_cells","GO:0009725","response to hormone",-1.76734064022741,0.000193167493265486,0.00808084013493949,0.00478524489562322,117,"PTGDS/BSG/RBX1/STAT1/HSP90AA1/JAK1/SRSF4/MDK/PTPRC/FOSB/TXNIP/PIM1/KLF2/PDCD7/MZB1/ROCK1/HNRNPU/MT-CYB/GSTP1/SOCS2/RWDD1/SRSF5/APPL1/NR3C1/ATP2B1/RAN/AKR1C3/CRHBP/STAT3/XBP1/MT-ND3/OGT/BTG2/DDX5/SP100/JUNB/HDAC2/IGFBP7/SMARCA4/CALR/ZFP36/DUSP1/EGR1/JUN/FOS"
"CD1C_DC","GO:0002695","negative regulation of leukocyte activation",-1.88003239277683,9.15790625803162e-05,0.0083127331567764,0.00585271276659273,84,"MNDA/CD300A/TNFRSF14/SAMSN1/PRKAR1A/MILR1/LDLR/RC3H1/HAVCR2/FCGR2B/CD300LF/PSMA4/VSIR/PTPN2/PTPRC/JAK3/GRN/PRNP/CEBPB/LAPTM5/IRF1/RIPOR2/TNFAIP3/HLA-E/CD69/CLEC12A"
"CD1C_DC","GO:0002819","regulation of adaptive immune response",-1.82756691531276,9.21389725406414e-05,0.0083127331567764,0.00585271276659273,98,"HLA-A/IL18/ZBTB1/MEF2C/HLA-B/TNFRSF14/BCL6/SAMSN1/BRD2/RC3H1/HAVCR2/FCGR2B/MLH1/HLA-C/WAS/PTPRC/MALT1/SASH3/FUT7/TNFSF13/JAK3/IL1B/CLEC7A/CD1D/IRF1/TNFAIP3/JUNB/HLA-E/RSAD2/CD69/CD55/NFKBIZ"
"CD1C_DC","GO:0045069","regulation of viral genome replication",-1.93742210565063,9.69836217331945e-05,0.00854148611407349,0.0060137699457802,53,"ISG20/ZC3HAV1/ADAR/DDX5/IFITM3/OASL/TOP2B/BCL2/OAS1/FAM111A/CXCL8/IFI16/IFIT5/DDX3X/OAS2/OAS3/IFITM1/PLSCR1/ZNFX1/EIF2AK2/RSAD2"
"CD1C_DC","GO:0070664","negative regulation of leukocyte proliferation",-1.99153190071833,9.99523574120878e-05,0.00859822721086774,0.00605371942272539,33,"MNDA/CD300A/TNFRSF14/PRKAR1A/RC3H1/HAVCR2/FCGR2B/VSIR/PRNP/CEBPB/LAPTM5/RIPOR2/TNFAIP3/HLA-E"
"CD1C_DC","GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains",-1.74188579326667,0.000104931505286682,0.00882140086489631,0.00621084840418865,148,"ASCL2/SOCS3/NLRP3/STAT5A/CD4/GNL1/JAK1/CD40/MYO1G/CD1E/SLC15A4/PSMB3/IL27RA/HLA-A/IL18/C1QC/ZBTB1/MEF2C/HLA-B/TNFRSF14/BCL6/BRD2/RC3H1/IRF4/HAVCR2/FCGR2B/FCGR1A/MLH1/HLA-C/PSMA4/WAS/PTPRC/MALT1/FUT7/TLR8/TNFSF13/JAK3/FCGR2A/IL1B/CTSH/CLEC7A/CD1D/TNFAIP3/JUNB/HLA-E/RSAD2/CD69/STAT3/CD55/NFKBIZ"
"Mast_cells","GO:0034097","response to cytokine",-1.699652262734,0.000221706418348367,0.00905902737297861,0.00536449970200796,146,"BST2/STAT1/XAF1/DOCK8/TAX1BP1/JAK1/MX1/PTPRC/PLP2/IFI16/SAMHD1/TMSB4X/PIM1/PSMC5/KLF2/HNRNPU/CNOT7/CALM1/RIPOR2/PSMA4/GSTP1/SOCS2/CD44/PSMD8/IRAK3/EIF2AK2/PSMA7/CALCOCO2/YBX3/CD74/APPL1/SRSF1/KIT/NFKBIA/AIF1/CRHBP/STAT3/YTHDF2/XBP1/SP100/IFIT2/CSF3R/ZFP36/IRF1/MCL1/SELL/C1QTNF4/DUSP1/NFKBIZ/EGR1/FOS"
"Mast_cells","GO:0070848","response to growth factor",-1.82002073200093,0.000227734689542129,0.0090938602164891,0.00538512672640459,80,"KDM5B/RAP1A/ROCK1/CHURC1/HHEX/GSTP1/CD44/STRAP/ARID4B/APPL1/NR3C1/ZYX/STAT3/RUNX2/XBP1/OGT/DDIT4/DDX5/HDAC2/ZFP36/AVP/IER2/NFKBIZ/JUN/FOS"
"CD14_CD163_macrophage","GO:0002237","response to molecule of bacterial origin",-1.69579027887129,8.18168439457214e-05,0.00951646776294376,0.00689763295987454,165,"AHR/B2M/GBP2/PDCD4/CAPN2/RHOA/CCL2/IL18RAP/TRAF6/HAVCR2/F2R/CTR9/LIAS/MAP2K3/PELI1/GBP3/NFKB2/IL18/HMGB1/PPARD/TNIP1/IL10RA/SMAD3/JAK2/TRIB1/TSPO/BCL10/CD86/CXCL2/IRAK3/PLAA/CD55/TNFRSF1B/ALAD/CSF2RB/PLSCR3/CX3CR1/GCH1/CD40/NFKBIZ/TLR1/CASP8/CD68/ABCA1/GBP5/PDE4B/PLCG2/HNRNPA0/TLR6/AKAP8/NFKBIB/PAF1/CXCL10/MALT1/XBP1/ERBIN/SOD2/CXCL8/ZFP36/PTPN22/IL1B/NLRP3/FOS/NR4A1/TNFAIP3"
"B_cells","GO:0043436","oxoacid metabolic process",-1.90597709131803,2.52846320015525e-05,0.00975565384726568,0.00555297816205592,105,"LDHB/ST6GAL1/SDHB/ODC1/TXN2/NAAA/OAZ1/PTGES3/ZBTB7A/ATF4/GPI/SCPEP1/LYPLA1/LTA4H/ABHD14B/PARK7/IDH3B/ETFB/MDH2/PGK1/ALKBH7/FBP1/PARP9/GSTP1/CASP1/PKM/TPI1/ASAH1/NR1H2/ENO1/GAPDH/NAMPT/SLC2A3/XBP1/GLUL/ALDOA/P4HB"
"B_cells","GO:0019752","carboxylic acid metabolic process",-1.89764999609249,2.01869417293323e-05,0.00975565384726568,0.00555297816205592,103,"LDHB/ST6GAL1/SDHB/ODC1/TXN2/NAAA/OAZ1/PTGES3/ZBTB7A/ATF4/GPI/SCPEP1/LYPLA1/LTA4H/PARK7/IDH3B/ETFB/MDH2/PGK1/ALKBH7/FBP1/PARP9/GSTP1/CASP1/PKM/TPI1/ASAH1/NR1H2/ENO1/GAPDH/NAMPT/SLC2A3/XBP1/GLUL/ALDOA/P4HB"
"B_cells","GO:0006082","organic acid metabolic process",-1.8947686438608,2.29103226338697e-05,0.00975565384726568,0.00555297816205592,106,"LDHB/ST6GAL1/SDHB/ODC1/TXN2/NAAA/OAZ1/PTGES3/ZBTB7A/ATF4/GPI/SCPEP1/LYPLA1/LTA4H/ABHD14B/PARK7/IDH3B/ETFB/MDH2/PGK1/ALKBH7/FBP1/PARP9/GSTP1/CASP1/PKM/TPI1/ASAH1/NR1H2/ENO1/GAPDH/NAMPT/SLC2A3/XBP1/GLUL/ALDOA/P4HB"
"B_cells","GO:0009615","response to virus",-1.89231887227415,2.18984548344355e-05,0.00975565384726568,0.00555297816205592,122,"IFITM3/NMI/IFIT2/ARF1/PTPRC/IRF1/HNRNPUL1/PSMA2/HSP90AA1/UBE2N/ODC1/LYST/GBP1/FGR/ZNFX1/CALR/CFL1/IRAK3/SMARCA5/LILRB1/IFI27/OAS2/IFNGR1/EIF2AK2/CHMP3/DDX21/APOBEC3A/LGALS9/IFIT3/PARP9/PHB2/IFI44L/IFI6/CASP1/STAT2/MX2/HSPB1/IRF7/ENO1/PLSCR1/BST2/TRIM22/BANF1/RNASE2"
