"celltype","ID","Description","NES","pvalue","p.adjust","qvalue","setSize","core_enrichment"
"GZMK_gamma_delta_T","GO:1902475","L-alpha-amino acid transmembrane transport",-1.99231275828982,0.000144643130563661,0.0357735559586549,0.0214096028425273,29,"SLC3A2/ARL6IP5/SLC38A9/TNF/TTYH2/ITGB1/SLC7A1/SLC38A5/SLC1A5"
"GZMK_gamma_delta_T","GO:0002709","regulation of T cell mediated immunity",-1.98171129133414,8.07354683938935e-05,0.0357735559586549,0.0214096028425273,55,"RIPK3/TNFRSF1B/IL18R1/CCR2/MR1/HMGB1/CD274/CD55/MALT1/KLRD1/HLA-C/BTLA/HLA-DRB1/TBX21/SLAMF1/HLA-A/TRAF2/TRAF6/IL12RB1/MAPK3/DENND1B/FUT7/AHR"
"GZMK_gamma_delta_T","GO:0071805","potassium ion transmembrane transport",-1.92625440895858,0.000105878571841889,0.0357735559586549,0.0214096028425273,48,"ANO6/SLC12A2/ANK3/KCNA3/CAB39/FXYD5/GHITM/LETM1/WWP2/SLC9A8/CD63/P2RX7/SLC9A9/FLNA/KCNK12/ATP1B3/FHL1/OXSR1/SLC9A6/FXYD7"
"GZMK_gamma_delta_T","GO:0098739","import across plasma membrane",-1.83606958625111,0.000148112628177578,0.0357735559586549,0.0214096028425273,87,"TRPV2/SLC39A1/SLC27A4/SLC12A2/NFE2L2/SLC39A6/RGS2/SLC30A5/SHOC2/FXYD5/ATP2B4/PIK3R1/SLC39A10/PPP3CA/SELENOS/SLC9A9/PEA15/LRRC8B/ATP1B3/SLC3A2/SLC2A1/ARL6IP5/PRNP/TNF/SLC9A6/IFNG/ITGB1/SLC2A3/FXYD7/SLC7A1/SLC38A5/SLC1A5"
"GZMK_gamma_delta_T","GO:0034976","response to endoplasmic reticulum stress",-1.65825792228057,0.000102550720985603,0.0357735559586549,0.0214096028425273,206,"SIGMAR1/OS9/EDEM1/EDEM2/UBXN8/PPP1R15B/DDIT3/SELENOK/ATF6B/SIK2/RNF5/ERP29/UBE2J1/IKBKG/UBA5/SEL1L/UBQLN2/TMEM33/TMEM258/UFD1/NCK1/TARDBP/PIAS2/USP13/CEBPB/HYOU1/NFE2L2/ERMP1/ATG10/OPA1/MANF/TMBIM4/HM13/DDX3X/TBL2/RNF103/RPAP2/BCAP31/FAF2/DNAJB12/BCL2L1/SVIP/PIK3R1/HERPUD2/PDIA6/SELENOS/AATF/RASGRF2/HSPA5/BCL2/ABL1/HERPUD1/CCDC47/AKT3/PDIA3/RNF145/TRAF2/TMUB2/SEC61B/MAP3K5/PMAIP1/PPP1R15A/RNF139/STAT3/DNAJC10/ECPAS/DNAJB9/ERP44/CANX/TMTC3/HSPA1A/ATF6/CREB3L2/JUN/ERN1/CALR/NIBAN1/XBP1/CLU"
"GZMK_gamma_delta_T","GO:0019725","cellular homeostasis",-1.58053445723986,7.43637242249831e-05,0.0357735559586549,0.0214096028425273,347,"FGGY/CUL1/SLC12A2/TFRC/NFE2L2/SLC39A6/SOD1/ATP6V0E2/CCR2/PIH1D1/BOLA2/COX11/VPS33A/SLC30A5/GSTP1/RAB11B/RAB11FIP2/TMC6/HK1/FXYD5/LAMP2/LETM1/NNT/WDR7/PRDX1/ATP2B4/PIK3R1/ATP13A2/TMEM165/SLC39A10/ORMDL1/BOLA3/SLC4A7/SCO1/SLC9A8/DMXL1/ATP6V0B/RAB7A/SELENOS/HLA-DRB1/SLC11A2/CHP1/GCLC/P2RX7/SLC9A9/BCL2/CCL5/FTH1/IDE/HERPUD1/CCDC47/ATP2B1/ATP6V1H/TRIM32/PRDX4/PRDX2/ORMDL2/ATP13A3/RHOT1/GLUL/ATP1B3/GCLM/SELENOT/XPR1/PIM3/NFE2L1/C19orf12/SLC4A2/STX4/OXSR1/RBX1/OSBPL2/CYB561/PRNP/NELL2/DMTN/SOD2/RYR1/TESC/ABCA2/TAOK1/SLC9A6/IFNG/ERP44/MICU2/FXYD7/ERN1/CALR/XBP1/PHPT1"
"GZMK_gamma_delta_T","GO:0097190","apoptotic signaling pathway",-1.57785397836061,0.000120482337898384,0.0357735559586549,0.0214096028425273,336,"PDK2/FXN/CASP8/PSMD10/HTRA2/FBXO7/HSPA1B/CTNNB1/NCK1/DIABLO/CASP2/CASP6/RIPK3/CEBPB/HYOU1/TNFRSF1B/CUL1/PIK3CB/PHIP/CASP7/NFE2L2/SIAH2/LTB/RFFL/SOD1/CIB1/BCL2L12/EP300/DDIT4/RB1/FASTK/OPA1/PTTG1IP/CUL2/DDX3X/TRIM39/GSTP1/TNFSF14/HINT1/BCAP31/IFI27/CYCS/MSH6/GHITM/TIMM50/TNFRSF25/BCL2L1/USP28/PDCD5/CD44/BIRC3/ZNF622/FAIM/TNFSF10/CASP8AP2/SELENOS/CX3CR1/ENO1/P2RX7/ARMC10/BCL2/ABL1/BCL2A1/HERPUD1/P2RX4/TRIM32/SGPL1/PEA15/DAP3/TMEM14A/RHOT1/TRAF2/DDX47/ACAA2/ARL6IP5/NFKBIZ/STX4/CFLAR/BCL3/MAP3K5/JAK2/PMAIP1/CSNK2A1/PPP1R15A/SOD2/CD40LG/TNF/PLSCR3/STAT3/DNAJC10/IFNG/HSPA1A/CIDEB/CRIP1/TNFAIP3/DAPK2/ERN1/CYLD/TRADD/NR4A2/XBP1/CLU"
"GZMK_gamma_delta_T","GO:0006954","inflammatory response",-1.54215189694578,0.000133509614306106,0.0357735559586549,0.0214096028425273,366,"TNIP1/RPS19/APOL3/AREL1/ITCH/ADGRE5/CSF1/NFKB1/RPS6KA5/CASP6/ANO6/IL4R/CEBPB/TNFRSF1B/CUL1/CASP7/TFRC/IL18R1/LETMD1/SOD1/CCR2/ITGAM/CXCR4/TMSB4X/RB1/MAPK13/PTGER4/LAT/DDX3X/GSTP1/FURIN/CCL28/PPARA/TNFSF14/HMGB1/NR4A1/LY96/GATA3/IFI27/HK1/LAMP2/LIAS/NFKBIA/RELB/PSMA6/CD44/BIRC3/NINJ1/LATS1/NKG7/KLRG1/NAIP/PSTPIP1/RHBDF2/MFHAS1/ZFP36/GPR68/SELENOS/THEMIS2/HLA-DRB1/CX3CR1/LGALS1/TBX21/MAP3K8/P2RX7/IL17RA/CCL5/TMEM219/TBK1/PPP2CA/TRAF2/APOL2/ABCD2/CSNK1A1/ZDHHC12/NFKBIZ/CST7/PTPN22/RBX1/JAK2/MAPK3/GBP5/FUT7/CD40LG/TNF/TSPAN18/CD200R1/ANXA1/TNFRSF4/STAT3/ARNT/PER1/IFNG/ADAM8/IL2RA/RORA/ITGB1/TNFAIP3/AHR/CYLD/TRADD/CCR4/CD69/FOS/OSM/IFNGR1/XBP1/CLU/NEAT1"
"GZMK_gamma_delta_T","GO:0043066","negative regulation of apoptotic process",-1.51316173485018,0.000135221834201962,0.0357735559586549,0.0214096028425273,396,"SLC7A5/GLO1/FXN/PRDX5/PSMD10/HTRA2/FBXO7/HSPA1B/CTNNB1/MTDH/AREL1/TNFAIP8/ITCH/PRMT1/NFKB1/CASP2/HYOU1/PIK3CB/PHIP/TFRC/NFE2L2/TSC22D3/SIAH2/RFFL/SOD1/ARAF/EEF2K/YME1L1/HSPA9/CIB1/BCL2L12/DAD1/RB1/CPEB4/OPA1/BTG2/TMBIM4/PTTG1IP/MYDGF/DDX3X/GSTP1/SUPV3L1/PPARA/ITGA5/TNFSF14/GATA3/GHITM/ZNF830/HIPK3/BCL2L1/NNT/MALT1/PIAS1/CAAP1/PIK3R1/IER3/CD44/BIRC3/TNFRSF18/ST3GAL1/FOXB1/RASA1/DSTYK/NAIP/FAIM/RICTOR/SELENOS/CCND2/CX3CR1/ENO1/VHL/DIPK2A/GCLC/HSPA5/ARMC10/FLNA/BCL2/CCL5/BCL2A1/HERPUD1/PHB2/ARF4/TRIM32/AKT3/PRDX2/PEA15/TMEM14A/TRAF2/GCLM/ACAA2/ANXA5/IL2RB/PIM3/NPC1/PLK3/CFLAR/HIGD1A/PIM1/BCL3/JAK2/CSNK2A1/PRNP/CITED2/SOD2/CD40LG/TNF/ANXA1/PIM2/STAT3/DUSP1/NOTCH2/NUGGC/ADAM8/SOCS3/HSPA1A/ITGB1/TIMP1/TNFAIP3/NR4A2/XBP1/CLU"
"GZMK_gamma_delta_T","GO:0098657","import into cell",-1.50046737362771,8.28780907690332e-05,0.0357735559586549,0.0214096028425273,438,"IL10RA/PPP3CB/ARHGAP25/TOR1A/CLINT1/ZFYVE16/LRRC8A/RAB5C/PIK3C2A/FCHO1/SLC38A1/MYO18A/SLC5A6/EEA1/OCIAD2/ARHGAP12/NCDN/TM9SF4/MTMR9/SLC9B2/PPP3CC/CREBL2/ACSL3/ARF1/ABL2/SYNJ1/PYCARD/ACSL5/SCYL2/CLN3/CBLB/SLC7A6/LRP10/SCRIB/SIRPG/UBQLN2/IRS2/DOCK2/SLC7A5/BIN2/ITGAX/AP3S2/SNX5/ITCH/RAB1A/FLOT1/MESD/MYO1G/RAB4A/ANO6/NCKIPSD/TRPV2/SLC39A1/SLC27A4/PIK3CB/CBLL1/USP20/SLC12A2/TFRC/NFE2L2/PLD2/SLC39A6/SCAMP1/LETMD1/RGS2/ATAD1/SOD1/EEF2K/ITGAM/RHOU/MTMR2/CLTB/CARMIL1/CDK5/SLC30A5/RALB/MYO5A/HMGB1/RAB11FIP2/SCARB2/TOM1/SHOC2/NECAP1/FXYD5/SORL1/MYO1C/BCL2L1/M6PR/DTNBP1/ATP2B4/PIK3R1/RAB5A/RAB9A/CD44/MKLN1/SLC39A10/DGKD/PPP3CA/PSTPIP1/RAB7A/BIN3/SELENOS/NME1/IQSEC1/MIB1/CD63/SH3GL1/SLAMF1/SLC9A9/CALM1/XKR8/GAPVD1/ABL1/ATP6V1H/ATXN2/DNM1L/PEA15/LRRC8B/MAPKAPK3/ATP1B3/HEATR5B/SLC3A2/SLC2A1/IL2RB/ATP9B/ARF6/ARL6IP5/SNX18/RABGAP1L/FNBP1/MAPK3/PRNP/DENND1B/ANXA2/TNF/ANKRD13A/SH3KBP1/ANXA1/ABCA2/STAT3/SLC9A6/USP46/GTF2H2/IFNG/CANX/ITGB1/SLC2A3/MYO1D/FXYD7/SYNJ2/SLC7A1/SLC38A5/CALR/NCF4/DPP4/AP3M2/CDC42SE2/SLC1A5/MYO1F/CLU"
"CD1C_DC","GO:2000319","regulation of T-helper 17 cell differentiation",-1.91060427623378,0.000976669664581365,0.0358283726147339,0.0252255389236879,17,"BRD2/RC3H1/MALT1/JAK3/JUNB/CD69/NFKBIZ"
"CD1C_DC","GO:0051591","response to cAMP",-1.9067071178961,0.000965760932622675,0.0358283726147339,0.0252255389236879,29,"ZFP36L1/SRD5A1/PNPT1/PER1/GUCD1/FOS/FOSB/AREG/DUSP1"
"CD1C_DC","GO:0051250","negative regulation of lymphocyte activation",-1.74172580125845,0.000978282139520984,0.0358283726147339,0.0252255389236879,73,"MNDA/CD300A/TNFRSF14/SAMSN1/PRKAR1A/RC3H1/HAVCR2/FCGR2B/PSMA4/VSIR/PTPN2/JAK3/PRNP/CEBPB/LAPTM5/IRF1/RIPOR2/TNFAIP3/HLA-E/CD69/CLEC12A"
"B_cells","GO:0050868","negative regulation of T cell activation",-1.87190321457657,0.000681239688960186,0.035842497271428,0.0204017698595952,37,"VSIR/PSMA4/IRF1/PSMA2/CSK/PTPN2/PSMA7/LILRB1/PSMA3/PSMB3/PSMA6/RIPOR2/PSMA1/LGALS9/ANXA1/HLA-E/LILRB2/CD69"
"B_cells","GO:0032787","monocarboxylic acid metabolic process",-1.77628872096376,0.000666888161843683,0.035842497271428,0.0204017698595952,71,"NAAA/PTGES3/ZBTB7A/GPI/SCPEP1/LYPLA1/PARK7/ETFB/PGK1/ALKBH7/FBP1/PARP9/GSTP1/PKM/TPI1/ASAH1/NR1H2/ENO1/GAPDH/NAMPT/XBP1/ALDOA"
"B_cells","GO:0072522","purine-containing compound biosynthetic process",-1.65182312408622,0.000672231186688334,0.035842497271428,0.0204017698595952,94,"NDUFB3/TMSB4X/ATP5F1D/NDUFA11/NDUFS7/NADK/NDUFA13/ADA2/AK2/NDUFA1/SDHB/NDUFS6/NDUFB8/APRT/PPCS/MT-ND1/NDUFS5/ATP5F1C/PPT1/PGK1/IMPDH1/NDUFB9/NDUFA12/ATP5PB/MT-ND4L/ATP5F1B/ATP5PO/ATP5MC3/ENO1/NAMPT/MT-ATP8/ALDOA/VCP"
"Naive_B","GO:0007030","Golgi organization",-1.65565153251633,0.000417553928849522,0.0359879292427181,0.0220052480063376,110,"SURF4/YIPF5/COG1/ARHGEF7/ATP8B2/TMED2/LYSMD3/SYNE1/HACE1/BAG5/CLASP2/ATP8B1/VPS13B/HUWE1/STX5/BLZF1/USP6NL/RBSN/PI4K2B/CSNK1A1/VCPIP1/GOLGA8B/RAB33B/COG5/ARMH3/GOLGA2/AKAP9/BET1/UBXN2A/RAB30/GCC2/HTT/GOLGA8A/VTI1A"
"CD14_CD163_macrophage","GO:0006687","glycosphingolipid metabolic process",-1.86045180374665,0.00054913343396569,0.0360568098334569,0.0261343437639353,38,"ST3GAL5/SPTLC1/SUMF2/GLB1/DEGS1/ST8SIA4/CLN6/M6PR/GM2A/SPTLC2/UGCG/B4GALT4/ST3GAL2/PRKAA1/ST6GALNAC6/GLA"
"Naive_B","GO:0016925","protein sumoylation",-1.87311682439536,0.000429061732809964,0.0362250691558127,0.0221502500308956,55,"CDKN2A/PIAS1/SENP1/SUMO3/MUL1/HDAC4/BCL11A/RANBP2/TRIM38/SENP6/EID3/SENP5/SLF1/SMC5/TOPORS/UHRF2/NSMCE3/MDM2"
"GZMK_gamma_delta_T","GO:0043370","regulation of CD4-positive, alpha-beta T cell differentiation",-2.00447623523662,0.000168528529533937,0.0364199022245446,0.0217964253565498,36,"EP300/OPA1/SOCS1/AP3B1/HMGB1/MALT1/RUNX3/BRD2/HLA-DRB1/LGALS1/TBX21/CBFB/NFKBIZ/ZBTB7B/JUNB/IL12RB1/ANXA1/CD69"
"CD14_CD163_macrophage","GO:1990868","response to chemokine",-1.8499251440034,0.000594015662122331,0.0364414351769536,0.026413124138397,41,"RNF113A/GPR35/CCL4/RIPOR1/JAK2/CCR2/CX3CR1/SH2B3/CXCR4/CCR1/CXCL10/CCL3L1/CCL3/DUSP1/PADI2"
"CD14_CD163_macrophage","GO:1990869","cellular response to chemokine",-1.8499251440034,0.000594015662122331,0.0364414351769536,0.026413124138397,41,"RNF113A/GPR35/CCL4/RIPOR1/JAK2/CCR2/CX3CR1/SH2B3/CXCR4/CCR1/CXCL10/CCL3L1/CCL3/DUSP1/PADI2"
"CD14_CD163_macrophage","GO:0050729","positive regulation of inflammatory response",-1.74102834873267,0.000601564751993945,0.0364414351769536,0.026413124138397,91,"ZBP1/TLR7/CASP4/GBP3/IL18/RIPK1/TRAF1/TNIP1/CCR2/IFNG/ABCC1/GRN/LRRK2/PARK7/NFKBIZ/VAMP7/OSM/GBP1/PLA2G7/GBP5/HLA-E/PLCG2/NMI/CLOCK/TRADD/TLR6/FFAR2/CCR1/STAT3/NEAT1/IL15/IL1B/NLRP3/NAIP/NFKBIA/CCL3"
"CD14_CD163_macrophage","GO:0071219","cellular response to molecule of bacterial origin",-1.67708187579252,0.000608699973478959,0.0364414351769536,0.026413124138397,124,"AHR/B2M/GBP2/PDCD4/CAPN2/RHOA/CCL2/IL18RAP/TRAF6/HAVCR2/CTR9/MAP2K3/GBP3/IL18/HMGB1/PPARD/TNIP1/SMAD3/JAK2/TRIB1/TSPO/BCL10/CD86/IRAK3/PLAA/CD55/TNFRSF1B/PLSCR3/CX3CR1/CD40/NFKBIZ/TLR1/CD68/ABCA1/GBP5/PDE4B/PLCG2/TLR6/AKAP8/NFKBIB/PAF1/CXCL10/MALT1/XBP1/CXCL8/ZFP36/PTPN22/IL1B/NLRP3/TNFAIP3"
"CD14_CD163_macrophage","GO:2001234","negative regulation of apoptotic signaling pathway",-1.66943367587513,0.000566889531855089,0.0364414351769536,0.026413124138397,112,"RB1/TMBIM1/NOC2L/YBX3/RIPK1/PSME3/DDX3X/NFE2L2/RFFL/CFLAR/ICAM1/CX3CR1/LRRK2/PTTG1IP/CSNK2A1/PARK7/ATF4/BCL2L1/HERPUD1/BCL2/MDM2/HTT/MCL1/CD74/MAP2K5/ACAA2/STAT3/HMOX1/BAK1/KLF4/EYA3/SLC35F6/XBP1/SIAH2/TAF9/SOD2/IL1B/NR4A2/TNFAIP3"
"CD14_CD163_macrophage","GO:0050727","regulation of inflammatory response",-1.57116042831556,0.000597254966566722,0.0364414351769536,0.026413124138397,208,"TNFRSF1A/CUL1/NLRC3/NKG7/MAP3K8/VAMP8/S100A9/BIRC2/PSMA6/BCL6/ZDHHC5/AHR/GBP2/PDCD4/TRIM65/MAPK13/LPCAT3/ARNT/NR1D2/IFI16/TMSB4X/CD47/RBX1/VPS35/ZBP1/TLR7/CASP4/PIK3AP1/GBP3/IL1RN/RB1/PSMA1/IL18/RIPK1/PPARD/TRAF1/TNIP1/IL10RA/SMAD3/JAK2/PTPRC/CCR2/FUT7/SLC39A8/IFNG/TNFRSF1B/ABCC1/AOAH/GRN/LRRK2/MFHAS1/PARK7/NFKBIZ/CYLD/PRKAR1A/VAMP7/MKRN2/OSM/GBP1/PLA2G7/GBP5/HLA-E/PLCG2/NMI/CLOCK/BIRC3/FAM76B/TRADD/TLR6/FFAR2/CCR1/HLA-DRB1/STAT3/KLF4/PTPN2/NEAT1/IL10RB/IL15/IL1B/NLRP3/NAIP/CD69/RORA/IL1R2/CLEC12A/NFKBIA/TNFAIP3/CCL3"
"B_cells","GO:0009913","epidermal cell differentiation",-1.96672915008675,0.000723097536386339,0.0368987504334651,0.0210029956548337,20,"PPP3CA/NCOA3/PAFAH1B1/ANXA1/ASAH1/ZFP36/TXNIP/MAFB"
"B_cells","GO:0051607","defense response to virus",-1.77037606410649,0.000733193313148766,0.0368987504334651,0.0210029956548337,87,"STAT1/RIOK3/HERC5/IRF9/NFKBIZ/TRIM25/IRF5/DDX17/UNC93B1/IFITM3/IFIT2/PTPRC/IRF1/HSP90AA1/UBE2N/LYST/GBP1/ZNFX1/SMARCA5/LILRB1/IFI27/OAS2/EIF2AK2/CHMP3/DDX21/APOBEC3A/IFIT3/PARP9/PHB2/IFI44L/IFI6/CASP1/STAT2/MX2/IRF7/PLSCR1/BST2/TRIM22/RNASE2"
"T_cells_unresolved","GO:0048871","multicellular organismal-level homeostasis",-1.55440244334077,0.00031800872482159,0.0371781109200513,0.0338430252797167,287,"IQCB1/KDM3A/P2RX4/TMEM63A/PPP2R1A/HDAC3/ABCB10/HSPA9/SLC39A8/HMGB2/PRKDC/CEBPG/BCL10/HCLS1/LPCAT3/EIF4G1/NCKAP1L/APC/PEMT/HIF1A/PSMA5/CNOT3/PRKAR1A/IL4R/FADD/SLC1A5/PSMA2/UFL1/PPRC1/KLF13/OGT/LYAR/TFE3/PSMA3/BSG/MFHAS1/ITGB1/CD74/STAT5B/AQP3/PTBP3/GLUL/PRKAR1B/MYB/PDE4B/SLC25A4/ACTB/DECR1/PSMB3/CDK6/TFRC/PSMA4/KAT7/SIVA1/IRF4/RAB7A/FTO/STAT3/CXCR4/LGALS2/SQSTM1/ACTG1/HEATR3/NR1H2/ADIPOR1/SIT1/TSC22D3/TUBA1A/DMTN/NFKBIZ/AHSP/ZFP36/SPI1/FABP5/TNFSF13B/HSPA1A/STRAP/HBM/TNFAIP3/HBA1/TRIM58/HBA2/HBB/HBD/ALAS2"
"Mast_cells","GO:0019218","regulation of steroid metabolic process",-1.85436291655674,0.00174404607853708,0.0373693775608495,0.0221290880947505,11,"AKR1C3/SCP2/IGFBP7/EGR1"
"CD1C_DC","GO:0032623","interleukin-2 production",-1.80804606563918,0.00107519695641673,0.0375528887215843,0.0264397120776199,41,"IRF4/HAVCR2/PSMA4/GBP1/PTPRC/MALT1/IL1B/PRNP/PDE4B/LAPTM5/CLEC7A/TNFAIP3/ZFP36"
"CD1C_DC","GO:0032663","regulation of interleukin-2 production",-1.80804606563918,0.00107519695641673,0.0375528887215843,0.0264397120776199,41,"IRF4/HAVCR2/PSMA4/GBP1/PTPRC/MALT1/IL1B/PRNP/PDE4B/LAPTM5/CLEC7A/TNFAIP3/ZFP36"
"CD1C_DC","GO:0050728","negative regulation of inflammatory response",-1.73165574420268,0.00107218653557066,0.0375528887215843,0.0264397120776199,77,"PRKAR1A/PRKCD/LDLR/FCGR2B/C15orf39/PTGER4/NR1D2/PTPN2/PTPRC/IL1B/GRN/SMAD3/AOAH/TNFRSF1A/IL1RN/MEFV/KLF4/TNFAIP3/CD69/STAT3/CLEC12A"
"CD1C_DC","GO:0032944","regulation of mononuclear cell proliferation",-1.72522679672346,0.00107613036076992,0.0375528887215843,0.0264397120776199,91,"HLA-A/IL18/MNDA/MEF2C/CD300A/SLC7A1/CD22/TNFRSF14/PNP/GPR183/IL15/PRKAR1A/BCL2/RC3H1/HAVCR2/FCGR2B/JAK2/VSIR/PTPRC/SASH3/TNFSF13/IL1B/PRNP/CEBPB/LAPTM5/CD1D/IRF1/TNFSF13B/RIPOR2/HLA-E/CD55"
"CD1C_DC","GO:0050670","regulation of lymphocyte proliferation",-1.72522679672346,0.00107613036076992,0.0375528887215843,0.0264397120776199,91,"HLA-A/IL18/MNDA/MEF2C/CD300A/SLC7A1/CD22/TNFRSF14/PNP/GPR183/IL15/PRKAR1A/BCL2/RC3H1/HAVCR2/FCGR2B/JAK2/VSIR/PTPRC/SASH3/TNFSF13/IL1B/PRNP/CEBPB/LAPTM5/CD1D/IRF1/TNFSF13B/RIPOR2/HLA-E/CD55"
"T_cells_unresolved","GO:0090559","regulation of membrane permeability",-1.93708671815078,0.000331153457129008,0.0375761775765798,0.0342053831184158,36,"SLC35F6/BCL2/SLC25A4/SLC9A1/SIVA1/STAT3/RHOT1/PPM1K/ACAA2/BNIP3L/BCL2L1/HSPA1A"
"GZMK_gamma_delta_T","GO:0006813","potassium ion transport",-1.87876075899894,0.000205858665451243,0.0380804358224229,0.0227902143127926,52,"ANO6/SLC12A2/ANK3/KCNA3/CAB39/FXYD5/GHITM/LETM1/WWP2/SLC9A8/CHP1/CD63/P2RX7/SLC9A9/FLNA/KCNK12/ATP1B3/FHL1/OXSR1/SLC9A6/FXYD7"
"GZMK_gamma_delta_T","GO:0046634","regulation of alpha-beta T cell activation",-1.84573629668066,0.000207970036378948,0.0380804358224229,0.0227902143127926,66,"ZBTB16/CCR2/EP300/OPA1/SOCS1/AP3B1/HMGB1/CD274/CD55/MALT1/RUNX3/VSIR/BRD2/ZNF683/HLA-DRB1/LGALS1/TBX21/HLA-A/CBFB/NFKBIZ/ZBTB7B/SLC4A2/JUNB/IL12RB1/JAK2/PNP/ANXA1/PRDM1/CD69"
"GZMK_gamma_delta_T","GO:0070661","leukocyte proliferation",-1.74634903422185,0.000213309796374994,0.0380804358224229,0.0227902143127926,135,"PHF7/NCK1/CSF1/RIPOR2/RIPK3/CEBPB/TNFRSF1B/TFRC/CCR2/GSTP1/TNFSF14/HMGB1/CD274/LST1/CD55/VSIR/PPP3CA/NMB/BTLA/HLA-DRB1/NFATC2/SLAMF1/BCL2/HLA-A/CCL5/ACE/HLA-DPB1/TRAF6/HELLS/IL2RB/NFKBIZ/ZBTB7B/SLC4A2/PTPN22/IL12RB1/JAK2/MAPK3/PRNP/CD40LG/PNP/ANXA1/TNFRSF4/BTN3A1/IL2RA/MZB1/SLC7A1/FLT3LG/TNFAIP3/AHR/HLA-DPA1/CLU"
"GZMK_gamma_delta_T","GO:0055082","intracellular chemical homeostasis",-1.56394305397044,0.00021271365014209,0.0380804358224229,0.0227902143127926,288,"CUL1/SLC12A2/TFRC/SLC39A6/SOD1/ATP6V0E2/CCR2/PIH1D1/BOLA2/COX11/VPS33A/SLC30A5/GSTP1/RAB11B/RAB11FIP2/TMC6/HK1/FXYD5/LAMP2/LETM1/NNT/WDR7/ATP2B4/PIK3R1/ATP13A2/TMEM165/SLC39A10/ORMDL1/BOLA3/SLC4A7/SCO1/SLC9A8/DMXL1/ATP6V0B/RAB7A/HLA-DRB1/SLC11A2/CHP1/GCLC/SLC9A9/BCL2/CCL5/FTH1/HERPUD1/CCDC47/ATP2B1/ATP6V1H/ORMDL2/ATP13A3/GLUL/ATP1B3/GCLM/SELENOT/XPR1/PIM3/C19orf12/SLC4A2/STX4/RBX1/OSBPL2/CYB561/PRNP/DMTN/SOD2/RYR1/TESC/ABCA2/SLC9A6/IFNG/MICU2/FXYD7/ERN1/CALR/XBP1/PHPT1"
"IFN_activated_DC","GO:0071219","cellular response to molecule of bacterial origin",-1.72853215382243,0.000556591105507021,0.0389407629001023,0.0353795192929244,90,"CCL28/CDC73/ZFP36/PLSCR3/SLC7A5/PTPN11/NFKBIB/PLAA/ABCA1/ARID5A/TNFRSF1B/RHOA/CD55/CASP1/LDOC1/SELENOS/JAK2/NFKB1/XBP1/TNIP1/ZC3H12A/IL18R1/PDCD4/GBP5/AHR/PDE4B/PRKCE/MTDH/NFKBIZ/TNFAIP3"
"B_cells","GO:0006163","purine nucleotide metabolic process",-1.65031645148492,0.000797688289420009,0.0392903912767515,0.0223643323301785,140,"LRRK2/NDUFB3/TMSB4X/ATP5F1D/NDUFA11/NDUFS7/NADK/NDUFA13/HK3/TSPO/AK2/LDHB/NDUFA1/SDHB/NDUFS6/NDUFB8/ZBTB7A/APRT/PARP14/GPI/DNPH1/MT-ND1/NDUFS5/ATP5F1C/ABHD14B/NUDT16/MDH2/PGK1/IMPDH1/FBP1/NDUFB9/NDUFA12/PKM/TPI1/ATP5PB/MT-ND4L/ATP5F1B/ATP5PO/ATP5MC3/GIMAP7/ENO1/GAPDH/NAMPT/MT-ATP8/ALDOA/VCP"
"CD14_CD163_macrophage","GO:0098581","detection of external biotic stimulus",-1.97843727662916,0.000675834914007218,0.0393046276417627,0.0284883952587,15,"HLA-B/TLR1/TLR6/HLA-DRB1/HLA-A/CLEC7A/NAIP/NR4A1"
"CD14_CD163_macrophage","GO:0070373","negative regulation of ERK1 and ERK2 cascade",-1.85335009912152,0.000675394614386976,0.0393046276417627,0.0284883952587,28,"EIF3A/PTPN1/ITGB1BP1/DUSP7/TNIP1/PTPRC/PIN1/GBP1/KLF4/PTPN2/XBP1/ATF3/DUSP1"
"Mast_cells","GO:1990778","protein localization to cell periphery",-1.7478838634746,0.00191999703061926,0.039525279602519,0.0234057522866032,37,"BSG/MACF1/S100A10/GRK2/RAP1A/HSP90B1/ROCK1/GABARAP/VAMP8/SQSTM1/TMEM59/RAB7A/APPL1/ACTB/SCP2/OGT/MYADM/JUP"
"Mast_cells","GO:0071363","cellular response to growth factor stimulus",-1.72637594375651,0.00193464658270725,0.039525279602519,0.0234057522866032,75,"KDM5B/RAP1A/CHURC1/HHEX/GSTP1/CD44/STRAP/ARID4B/APPL1/NR3C1/ZYX/STAT3/RUNX2/XBP1/OGT/DDIT4/DDX5/HDAC2/ZFP36/NFKBIZ/JUN/FOS"
"Mast_cells","GO:0022603","regulation of anatomical structure morphogenesis",-1.66561293752167,0.00188779403577107,0.039525279602519,0.0234057522866032,71,"RUNX1/MEF2C/RHOG/FES/CD34/PAK2/RAC2/MSN/WDR1/MACF1/STAT1/VIM/JAK1/MDK/PTEN/GRN/FMNL1/KLF2/TPM1/ROCK1/HHEX/GTF2I/PGK1/CD44/CAPRIN1/RTN4/MYH9/KIT/SEPTIN7/STAT3/XBP1/ETS1/SP100/JUP/FIS1"
