"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"DNLZ",10.4316323095542,0.995563305789537,0.241327766363065,4.12535747872362,3.70159351352024e-05,0.326517563827621
"TPPP3",2.40524635318231,1.77176603527764,0.450422788806062,3.93356215384676,8.36961838158057e-05,0.369142018719611
"PADI2",4.61867676487055,-2.73650420818647,0.728428593946717,-3.75672266427619,0.000172153098954052,0.379640621468423
"NAMPT",26.7550699391929,-1.26581601571415,0.334655323175448,-3.78244697769391,0.00015529417977971,0.379640621468423
"MIR4435-2HG",14.918296371318,-1.28917908947466,0.360001808438372,-3.58103503720413,0.000342235751200001,0.575317336601192
"DUSP1",237.072812300865,-0.947270855592609,0.280023329852018,-3.38282833824312,0.000717434610884606,0.575317336601192
"HECA",17.3085942261892,0.716551149824918,0.210503763308651,3.40398261086799,0.000664109810379493,0.575317336601192
"RMRP",3.8397487191104,-2.46039423325925,0.718138519352781,-3.42607194427708,0.000612378155507634,0.575317336601192
"FAM89B",17.7160367104673,0.766335554320519,0.220146201405304,3.4810301037611,0.00049948934944226,0.575317336601192
"RNASE2",30.7096224699311,-1.13303663254515,0.320588277471759,-3.53424224204503,0.00040894609008528,0.575317336601192
"NDUFB11",104.81765809409,0.327828554313879,0.0968113101136203,3.38626296792317,0.000708514543165008,0.575317336601192
"UBE2M",16.1043652243976,0.828413395024064,0.255979103521421,3.23625398959467,0.00121109569553309,0.890256260858117
"NCF1",187.649523657065,0.532720363932853,0.166001487060676,3.20913007085373,0.00133137247730993,0.90338743248853
"MBD2",27.9805929414219,0.806407213775311,0.253216964874569,3.1846492361788,0.00144929560729019,0.913159753707627
"CCL3",39.5812479033906,-2.73636471662425,0.869656508654169,-3.14648909011087,0.00165243426178141,0.971741508211587
"NOC2L",13.4989531580938,-0.201426131487332,0.235920121528993,-0.853789537670181,0.393221612464294,0.999866092714502
"KLHL17",1.48861732048133,0.773262038548867,0.614849624775044,1.25764415784068,0.208520476018798,0.999866092714502
"ISG15",258.522464407434,-0.0987128959812108,0.354487915126208,-0.27846618112797,0.780654522295936,0.999866092714502
"AGRN",3.18082380632126,0.125871293173221,0.439971367576826,0.28608973776286,0.774809391299976,0.999866092714502
"TNFRSF18",3.59447491247861,0.247007231141099,0.595570116091057,0.414740807954398,0.678331655358638,0.999866092714502
"TNFRSF4",7.55460424409961,-0.981750229261833,0.577070609290849,-1.70126534509925,0.0888931723078248,0.999866092714502
"SDF4",28.3558973004894,0.0143802960610404,0.173469889453559,0.0828979375402799,0.933932694002517,0.999866092714502
"B3GALT6",7.65488605402067,0.450139821790977,0.278627410743255,1.61556187379484,0.106189072652673,0.999866092714502
"UBE2J2",17.9675042603192,0.171315161626602,0.193631982616895,0.884746204172028,0.376293529694987,0.999866092714502
"ACAP3",10.1008455163754,0.0853807027916038,0.260036665443728,0.328341015471452,0.742653835692658,0.999866092714502
"PUSL1",3.54396740182169,0.506586798275986,0.389900363982688,1.29927244258351,0.19385044809247,0.999866092714502
"INTS11",18.7025773298538,-0.00565689497579776,0.210431281165475,-0.0268823862330115,0.978553542190727,0.999866092714502
