"celltype","Description","NES","p.adjust","setSize","core_enrichment"
"Cytotoxic_gamma_delta_T","striated muscle contraction",2.31452384436221,6.75412608849952e-06,96,"GRK2/GNAS/RPL31/EEF2/RPL9/RPL21/RPL36A/RPL30/RPL19/RPLP2/RPL7A/RPL23/RPL14/RPL6/RPL12/RPL11/RPL28/HSP90AA1/CHRNB1/RPL5/RPL7/RPL27/ADRB2/UBA52/GAA/RPL18/RPL29/SNTA1/RPL37/RPL39/RPL34/RPL15/RPL32/RPL13/RPL41/GSN/C12orf57/RPL36/RPL17/TPM1/RPL35A/RPL38/RPL10/RPL8/RPL24/RPL18A/RPL35/RPLP0/TNF"
"Cytotoxic_NK_gamma_delta_T","negative regulation of developmental process",1.88193739592413,7.27929464269661e-06,281,"RPL7/NOG/SPSB3/RPL4/RPL31/RPL36A/RPL6/RPL5/RPLP2/TPT1/ASCL2/BNIP3/RPL11/RPL21/GNAS/RPL9/RPL23/HNRNPU/QKI/LAPTM5/LEO1/RPL32/ZFP36L1/RPL17/RPL34/ID2/PTEN/RPL10A/RPL24/RPL38/RPL18/RPL35A/LDLR/RPL39/KLF13/ZFPM1/KLF2/RPL12/RPL30/CERS2/PTBP1/RPL10/RPL7A/VGLL4/BRMS1/TRIB2/RPL37/TRIM11/BCL7C/HDAC5/RGCC/CST3/SHOC2/CIB1/ARHGAP4/RPL15/RPL35/RPL27/ZC3H8/IFNG/GSK3B/ACTL6A/FYN/RPL18A/RPL41/PHF14/SUDS3/RC3H2/SIN3A/B2M/IDH2"
"NK","muscle cell differentiation",2.12891695242048,9.98593425923704e-06,161,"YY1/KIT/TPM1/PDCD4/CCNB1/HDAC5/RPL23/RPL17/TMOD3/RPL4/RPL12/RPL9/MAML1/RPL36/HDGFL2/SRF/RPL36A/NINJ1/KDM6B/QKI/CAMK1/TBX1/RPL27/RPL34/RPL11/KDM1A/ATP11A/RPL30/SELENON/RPL38/RPL14/RPL28/NACA/RPL10/CD81/RPLP2/NFATC1/CHRNB1/RPL18/RPL15/RPL7A/OBSCN/BIN1/RPL39/GSK3A/CACYBP/RPL24/ZBED6/RPL31/PLEKHO1/RPL35A/RPL5/RPL32/TGFB1/RPL37/RPL41/RPL35/RPL21/RPL7/RPL23A/DMPK/ACTN4/ENG/RPL13/RPL19/RCAN1/NFATC2/RPL8/FOXO4/NOTCH2/UBA52/RPL6/SEMA4C/RPL18A/TMEM204/DLL1/PDLIM5/RPL29/RPL10A"
"Cytotoxic_gamma_delta_T","muscle system process",2.03437707410978,1.07427369269263e-05,185,"GRK2/LMNA/PABPN1/GNAS/RPL31/EEF2/RPL9/YY1/RPL21/RPL36A/RPL30/RPL19/RPLP2/RPL7A/RPL23/STUB1/RPL14/RPL6/CAMK2G/ABAT/RPL12/PARP1/RPL11/JUND/RPL28/EMD/HSP90AA1/CHRNB1/RPL5/RPL7/GSK3A/RPL27/ADRB2/MAP2K1/UBA52/CACNA2D4/GAA/RPL18/RPL29/SNTA1/RPL37/HDAC2/CACNA2D2/RPL39/RPL34/RPL15/RPL32/DOCK5/RPL13/RPL41/GSN/C12orf57/ROCK2/RPL36"
"NK","striated muscle contraction",2.28136246755874,1.17542971166576e-05,92,"EEF2/TPM1/ATP1A1/GRK2/RPL23/RPL17/GNAS/RPL4/RPL12/RPL9/RPL36/RPL36A/PRKACA/RPL27/RPL34/RPL11/RPL30/RPL38/RPL14/RPL28/RPL10/RPLP2/CHRNB1/RPL18/RPL15/RPL7A/FLNA/BIN1/RPL39/RPL24/RPL31/RPL35A/C12orf57/RPL5/RPL32/RPL37/RPL41/RPL35/RPL21/RPL7/RPL23A/DMPK/RPL13/RPL19/RPL8/PIK3CA/UBA52/RPL6/RPL18A/RPL29/RPL10A/HSP90AA1"
"NK","myoblast fusion",2.36626238965058,1.69414620795541e-05,57,"RPL23/RPL17/RPL4/RPL12/RPL9/RPL36/RPL36A/RPL27/RPL34/RPL11/RPL30/RPL38/RPL14/RPL28/RPL10/CD81/RPLP2/RPL18/RPL15/RPL7A/RPL39/RPL24/RPL31/PLEKHO1/RPL35A/RPL5/RPL32/RPL37/RPL41/RPL35/RPL21/RPL7/RPL23A/RPL13/RPL19/RPL8/UBA52/RPL6/RPL18A/RPL29/RPL10A"
"NK","anatomical structure formation involved in morphogenesis",1.79163319249597,2.22742395963612e-05,388,"HSPB1/LFNG/EMILIN2/VEGFB/KIF16B/TPM1/AMOT/ERAP1/BRD3/MICALL1/HMOX1/S1PR1/SSBP3/MBOAT7/RAMP1/ITGA5/AGFG2/FOXJ2/ZFPM1/HDAC5/RPL23/RPL17/FURIN/GNAS/TMOD3/PACSIN2/JMJD8/RPL4/RPL12/RPL9/RRAS/KLF2/RPL36/HIPK2/SRF/RPL36A/NINJ1/CCM2/KDM6B/PKNOX1/QKI/TIGD5/CAMK1/TBX1/AGFG1/MMRN1/RPL27/RGCC/ANXA1/AKT1/BSG/RPL34/RPL11/SH3PXD2A/DEAF1/HGS/SPTBN1/RPL30/RPL38/RHOB/HIPK1/ADAM17/RPL14/RPL28/RPL10/CD81/RBPJ/RPLP2/GNAI2/AKT3/HLA-G/CXCR3/SPINK2/RPL18/RPL15/RPL7A/OBSCN/DVL2/ROCK2/LEO1/RPL39/PLXDC1/BMPR2/SPHK1/EFNA3/HIF1A/NOLC1/RPL24/RPL31/CTR9/EGLN1/THBS1/PLEKHO1/RPL35A/RPL5/AGGF1/ZNF354C/SP1/KDM2B/STIM1/IGFBP7/PDPK1/RPL32/TGFB1/RPL37/GAB1/RPL41/RPL35/RPL21/RPL7/RPL23A/PAF1/ERBB2/ENG/ZNF304/RPL13/RPL19/HMGB1/RPL8/PIK3CA/FOXO4/NOTCH2/UBA52/BRCA1/WNK1/RPL6/SEMA4C/RPL18A/DLL1/TYROBP/SLC12A2/RNH1/TNFSF12/RPL29/TCOF1/RPL10A"
"CD14_CD163_macrophage","striated muscle cell differentiation",2.20220933718853,2.39199870956247e-05,109,"TPM1/RPL36/NACA/RPL27/RPL17/RPL32/RPL10A/RPL24/RPL11/RPL30/RPL4/RPL12/RPL34/RPL9/YY1/RPL36A/RBM38/RPL18A/RPL21/HDAC5/SKI/OBSCN/RPL19/RPL5/RPL10/RPL38/UBA52/RPL28/RPL35A/CD81/RPL18/RPL23/RPL29/RPL39/RPL41/RPL14/RPLP1/RPL15/RPLP2/RPL37/RPL31/MTLN/RPL7/RPL13/RPL35/MAML1/RPL7A"
"Cytotoxic_gamma_delta_T","striated muscle cell differentiation",2.13636276791951,2.43511960561339e-05,118,"RPL31/RPL9/YY1/RPL21/RPL36A/RPL30/RPL19/CD81/RPLP2/RPL7A/RPL23/RPL14/RPL6/RPL12/NACA/RPL11/RPL28/RPL5/RPL7/GSK3A/RPL27/TGFB1/PLEKHO1/UBA52/CAPN2/RPL18/RPL29/MAML1/RPL37/RPL39/RPL34/RPL15/RPL32/MTLN/DOCK5/RPL13/RPL41/RPL36/CBY1/TBX1/RPL17/ATP11A/TPM1/RPL35A/RPL38/RPL10/CCNB1/RPL8/RPL24/RPL18A/RPL35/RPLP0"
"NK","muscle structure development",1.90670475506979,2.56967780262356e-05,261,"YY1/EEF2/KIT/TPM1/PRR14/S1PR1/PDCD4/SOX4/CCNB1/ZFPM1/HDAC5/RPL23/RPL17/TMOD3/ZFP36L1/RPL4/PHF10/RPL12/RPL9/LMNA/MAML1/RPL36/HDGFL2/SRF/RPL36A/NINJ1/KDM6B/QKI/IFRD1/CAMK1/TBX1/RPL27/RPL34/UNC45A/RPL11/MEF2B/KDM1A/ZNF609/ATP11A/EID2/RPL30/SELENON/RPL38/SMARCA4/RPL14/RPL28/NACA/RPL10/CD81/RBPJ/RPLP2/SVIL/NFATC1/CHRNB1/RPL18/RPL15/RPL7A/OBSCN/BIN1/RPL39/GSK3A/CACYBP/RPL24/SMARCE1/ZBED6/RPL31/SMARCC2/PLEKHO1/RPL35A/RPL5/RPL32/TGFB1/BTBD1/RPL37/RPL41/RPL35/RPL21/RPL7/RPL23A/DMPK/ACTN4/DDX5/ENG/REST/RPL13/RPL19/RCAN1/PPARD/NFATC2/RPL8/KMT5B/FOXO4/NOTCH2/UBA52/RPL6/SEMA4C/RPL18A/TMEM204/DLL1/PDLIM5/RPL29/MEF2D/RPL10A"
"NK","myotube differentiation",2.28055445808281,2.69982028738221e-05,77,"HDAC5/RPL23/RPL17/RPL4/RPL12/RPL9/MAML1/RPL36/RPL36A/TBX1/RPL27/RPL34/RPL11/ATP11A/RPL30/SELENON/RPL38/RPL14/RPL28/NACA/RPL10/CD81/RPLP2/RPL18/RPL15/RPL7A/RPL39/RPL24/RPL31/PLEKHO1/RPL35A/RPL5/RPL32/RPL37/RPL41/RPL35/RPL21/RPL7/RPL23A/DMPK/RPL13/RPL19/RPL8/UBA52/RPL6/RPL18A/RPL29/RPL10A"
"Plasma_cells","negative regulation of myoblast fusion",2.45801350482371,2.99346223099296e-05,46,"RPL28/RPLP2/RPL19/RPL11/RPL23/RPL10/RPL37/RPLP1/RPL9/RPL21/RPL7/RPL31/RPL36A/RPL30/RPL41/RPL36/RPL12/RPL32/RPL35/RPL34/UBA52/RPL39"
"Plasma_cells","regulation of myoblast fusion",2.47909056634576,3.5095555575563e-05,52,"RPL28/RPLP2/RPL19/RPL11/RPL23/RPL10/RPL37/RPLP1/RPL9/RPL21/RPL7/RPL31/RPL36A/RPL30/PLEKHO1/RPL41/CD53/RPL36/RPL12/RPL32/RPL35/RPL34/UBA52/RPL39"
"Mast_cells","muscle cell differentiation",2.24027824602487,3.93771111292867e-05,64,"RPL17/RPL12/RPL34/RPL36/RPL4/RPL36A/RPL39/RPL32/RPL14/RPL10/RPL18/RPLP2/RPL31/RPL24/RPL9/RPL13A/RPL35A/RPL27/RPL28/RPL21/RPL10A/RPL37/RPL41/RPL11/RPL5/UBA52/RPL19/NACA/RPL30/RPL7/RPL35/RPL29/RPL18A/RPL37A/PDCD4/CD81/RPL15/RPL6/TGFB1/RPL38/AKAP13/RPL23A/ZNHIT1/RPL13/RPL8/RPLP1"
"Treg","negative regulation of myoblast fusion",2.4440062294998,9.2481728225314e-05,45,"RPL5/RPL11/RPL30/RPL12/RPL4/RPL9/RPL36A/RPL10/RPL32/RPL36/RPL17/RPL18A/RPL34/RPL21/RPL7A/RPLP0/RPL19/RPL6/RPL35/RPL39/RPL28/RPL27/RPL29/RPL23/RPL15/RPL41/RPL31/RPL38/RPL14/RPL35A/RPL10A/UBA52/RPL24"
"Cytotoxic_gamma_delta_T","negative regulation of developmental process",1.73438093783111,0.00010817489253709,396,"CLSTN3/ZFPM1/PSMB4/NFATC2/LDB1/GNAS/PCID2/ANXA1/SORL1/RPL31/HOPX/QKI/TSC22D1/S100B/SPSB3/ACVR2B/ZBTB16/B2M/RPL9/ZNF296/TBX21/USP19/YY1/RPL21/LBH/RFLNB/GDF11/RPL36A/RPL30/RTN4R/RPL19/TRIM46/RPLP2/RPL7A/RPL23/RPL14/RPL6/RPL12/PARP1/FOXJ2/RPL11/WNT1/GPS2/RPL28/ASCL2/LAPTM5/ANP32B/NELFB/ADCK1/RPL5/RPL7/GSK3A/BCL7C/CUL4A/RPL27/TGFB1/VAT1/UBA52/BBS12/RAPGEF2/SPRY2/BCR/CERS2/RPL18/DYNLT1/RPL29/CARM1/LDLR/FASLG/RPL37/HDAC2/NR1H3/SHOC2/RPL39/RPL34/RPL15/RPL32/RIOX1/CTR9/REST/YTHDF2/HDAC1/RPL13/RPL41/RUNX3/ROCK2/RPL36/NR1H2/CUL4B/MEN1/STAT1/ZFP36L1/NR1D1/CCDC85B/TBX1/LDLRAD4/CDKN1B/RPL17"
"IFN_activated_DC","anatomical structure formation involved in morphogenesis",1.73946118407391,0.000215271209642106,301,"RPL11/RPL30/RPL5/RPL32/VEGFB/RPL18/RPL10/RPL9/RPL7/RPL6/RPL4/RPL18A/RPL36A/RPL34/RPL29/RPL24/RPL17/RPL19/RPL12/GNAS/PTK2B/SRF/PACSIN2/CD81/HSPB1/OBSCN/LFNG/RPL21/MTHFR/RPL10A/RPL7A/RC3H1/RPLP2/ACTN1/FYN/RPL35A/RPL28/RPL39/RPL31/RPL36/RPLP0/RPL23/PDPK1/PGK1/AGFG1/DVL2/NOG/DEAF1/FLII/LEO1/EGLN1/NAA15/ITGA5/KDM6B/PRKCB/CTNNB1/RPL8/ADIPOR2/RPL35/ZFPM1/RPL13/PLEKHO1/CSRP1/SETD2/RPL15/TGFBR1/HGS/TBXA2R/TCOF1/UBA52/QKI/EMC10/RPL14/RPL41"
"Naive_CD8_T","regulation of myoblast fusion",2.31489358171487,0.000224720405172621,52,"RPL12/PLEKHO1/RPL4/RPL30/RPL5/RPL11/RPL36A/RPL32/RPL9/RPL7A/RPL7/RPL24/RPL34/RPL10/RPL17/RPL39/RPL36/RPL19/RPL28/RPL29/RPL35A/RPL6/RPL10A/RPL21/UBA52/RPLP1/RPL18A/RPL18/RPLP2/RPL23/RPL27/RPL38/RPL41/RPLP0/RPL31/RPL15/RPL14"
"Naive_CD8_T","myoblast fusion",2.29213202431611,0.000224720405172621,56,"RPL12/PLEKHO1/RPL4/RPL30/RPL5/RPL11/RPL36A/RPL32/RPL9/RPL7A/RPL7/RPL24/RPL34/RPL10/RPL17/RPL39/RPL36/RPL19/CD9/RPL28/RPL29/RPL35A/RPL6/RPL10A/RPL21/UBA52/RPLP1/RPL18A/RPL18/RPLP2/CD81/RPL23/RPL27/RPL38/RPL41/RPLP0/RPL31/RPL15/RPL14"
"Plasma_cells","striated muscle contraction",2.17638929940012,0.000233574280021205,95,"CALM3/RPL28/RGS2/GRK2/RPLP2/C12orf57/GNAS/RPL19/RPL11/RPL23/RPL10/RPL37/RPLP1/GSN/RPL9/RPL21/RPL7/RPL31/RPL36A/MYL4/RPL30/EHD3/RPL41/GAA/PIK3CA/RPL36/RPL12/FKBP1A/GSTO1/RPL32/RPL35/TRPM4/RPL34/UBA52/PRKACA/RPL39"
"IFN_activated_DC","developmental process involved in reproduction",1.79375877099968,0.000237344840315813,261,"RPL11/RPL30/RPL5/RPL32/RPL18/RPL9/RPL7/RPL6/RPL4/RPL18A/RPL34/RPL29/RPL24/RPL17/RPL19/RPL12/NCOA1/YY1/ODF2/RPL21/RPL10A/RPL7A/MKRN2/CSNK2A2/ZNF830/RPLP2/PRKACA/RPL35A/RPL28/PSMB4/RPL31/RPL36/RPLP0/RPL23/AGFG1/DAZAP1/DEAF1/WASHC5/PPP1R9B/LRRC8A/SEC23IP/KHDRBS1/RSBN1/IRF2BPL/PAFAH1B2/RPL8/MSH2/RPL35/MEA1/RPL13/PPARD/RPL15/PSMB5/HADH/XRN2/UBA52/NCOA4/RPL14/GPX4/RPL41/DCAF13/VPS13B/NOTCH1/RAC1/RPL38/CCNY/CRTAP/GTSF1/DCAF17/RNF2/RPL27/PAFAH1B3/NDRG3/BSG/TRIM27/SBF1/KDM2B/RPLP1/BTG1"
"NK","striated muscle cell differentiation",2.04044757503583,0.000298137236580838,117,"YY1/TPM1/CCNB1/HDAC5/RPL23/RPL17/TMOD3/RPL4/RPL12/RPL9/MAML1/RPL36/RPL36A/KDM6B/TBX1/RPL27/RPL34/RPL11/ATP11A/RPL30/SELENON/RPL38/RPL14/RPL28/NACA/RPL10/CD81/RPLP2/RPL18/RPL15/RPL7A/OBSCN/RPL39/GSK3A/CACYBP/RPL24/RPL31/PLEKHO1/RPL35A/RPL5/RPL32/TGFB1/RPL37/RPL41/RPL35/RPL21/RPL7/RPL23A/DMPK/RPL13/RPL19/RPL8/UBA52/RPL6/RPL18A/DLL1/PDLIM5/RPL29/RPL10A"
"NK","embryo development",1.81595751922995,0.000354732050678044,241,"YY1/MBD2/ZNF358/LFNG/MBD3/DVL1/KIF16B/KIT/TPRN/BRD3/MCRS1/SSBP3/XYLT1/CHD7/NPHP3/ITGA5/ZFPM1/FURIN/HOXB7/CUL4A/NECTIN1/BAP1/CDC42/ZNF568/YBX1/HIPK2/CREBBP/SRF/PBX2/KDM6B/PLXNA4/ECE1/RARG/TBX1/PPP1R35/KMT2A/UGDH/DEAF1/FUT8/HIPK1/NASP/RPL10/RBPJ/DVL2/ROCK2/LEO1/BMPR2/WDR5/SGF29/NOLC1/CTR9/PKD1/BAG6/KDM2B/MYADM/APOA1/TRIP12/TGFB1/RACGAP1/MT-ND4/C2orf49/PAF1/ENG/REST/DOP1B/MICAL2/NLRP2/NOTCH2/HOXB4/PBX3/CUL4B/BRCA1/WNK1/ATP6AP2/SEMA4C/RBM19/TDRD7/DLL1"
"T_cells_unresolved","myotube differentiation",2.2499006336322,0.000367941990877677,71,"RPL21/RPL23/RPL27/MAML1/RPL9/RPL34/MYEF2/RPL36A/NOTCH1/RPL35/RPL10A/RPL31/RPL41/RPL17/RPL38/RPL35A/RPL23A/RPL13/RPL4/RPL37/CD81/UBA52/NACA/RPL30/RPL13A/RPL18A/RPL36/RPL11/RPL5/RPL10/RPL12/SKI/RPL37A/RPL24/RPL28/RPL14/RPL29/RPL19/RPL7A/MAPK14/RPL18/RPLP2/RPL7/RPL32/CAPN2/RPL15/RPL39/PPP3CA"
"CD14_CD163_macrophage","muscle contraction",1.95308241934112,0.000379107180750772,134,"TPM1/RPL36/GSTM2/PABPN1/RPL27/RPL17/AKAP9/RPL32/RPL10A/GNAS/RPL24/RPL11/RPL30/RPL4/RPL12/GAA/RPL34/RPL9/GSN/RPL36A/RPL18A/VPS54/RPL21/CACNA2D4/ARHGEF11/LTB4R/GAMT/PRKACA/RPL19/RPL5/RPL10/RPL38/UBA52/RPL28/RPL35A/RPL18/RPL23/RPL29/RPL39/TNNI2/RPL41/RPL14/RPLP1/RPL15/PIK3CA/RPLP2/SNTB1/GRK2/RPL37/RPL31/RPL7/MAP2K1/SRF/RPL13"
"Naive_T_TCF7_","striated muscle contraction",2.19135206100554,0.000401797097616852,94,"GRK2/EEF2/GSTM2/RPL4/BIN1/GNAS/KCNH2/RPL30/VPS54/RPL12/RPL5/DMPK/RPL11/P2RX4/RPL9/KCNQ1/HSP90AA1/RPL17/RPL7A/RPL21/C12orf57/GSTO1/RPL34/RPL7/RPL32/SUMO1/RPL6/RPL18A/RPL10/SMAD7/RPL28/RPL39/RPL19/FKBP1A/RPL24/RPL29/GSN/RPL35A/RPL36A/RANGRF/RPL10A/CHUK/AKAP9/RPL23/RPL36/RPL38/PIK3CG/RPL41/RPL31/EHD3/RPL27/ATP1A1/RPLP2/RPL18/RPLP0/DLG1/RPL15/CALM3"
"Treg","regulation of myoblast fusion",2.29743849650981,0.000469270433807507,51,"RPL5/RPL11/RPL30/RPL12/RPL4/RPL9/RPL36A/RPL10/RPL32/RPL36/PLEKHO1/RPL17/RPL18A/RPL34/RPL21/RPL7A/RPLP0/RPL19/RPL6/RPL35/RPL39/RPL28/RPL27/RPL29/RPL23/RPL15/RPL41/RPL31/RPL38/RPL14/RPL35A/RPL10A/UBA52/RPL24"
"Plasma_cells","muscle contraction",1.98773937866607,0.000538392564580563,134,"CALM3/RPL28/RGS2/EMD/GRK2/KCNMA1/MYL6/RPLP2/C12orf57/GNAS/PABPN1/RPL19/RPL11/RPL23/RPL10/RPL37/RPLP1/GSN/RPL9/RPL21/RPL7/RPL31/RPL36A/MYL4/RPL30/EHD3/RPL41/GAA/SRF/PIK3CA/RPL36/RPL12/GAMT/FKBP1A/GSTO1/UTS2/RPL32/RPL35/TRPM4/RPL34/UBA52/ATP2B1/PRKACA/RPL39"
"Mast_cells","muscle contraction",2.08677254859486,0.000724268692489355,75,"RPL17/RPL12/RPL34/RPL36/RPL4/RPL36A/RPL39/RPL32/RPL14/RPL10/RPL18/RPLP2/GNAS/RPL31/RPL24/RPL9/RPL13A/RPL35A/RPL27/RPL28/MYL6/C12orf57/RPL21/RPL10A/RPL37/RPL41/RPL11/RPL5/UBA52/RPL19/RPL30/RPL7/RPL35/SRI/RPL29/RPL18A/RPL37A/RPL15/RPL6"
"NK","muscle contraction",1.97067726368103,0.000759671604318222,139,"EEF2/KIT/TPM1/PABPN1/ATP1A1/GRK2/RPL23/RPL17/GNAS/TMOD3/RPL4/RPL12/RPL9/RPL36/SRF/RPL36A/PRKACA/RPL27/RPL34/RPL11/RPL30/RPL38/RPL14/RPL28/RPL10/RPLP2/CACNA2D2/CHRNB1/RPL18/RPL15/RPL7A/ROCK2/FLNA/BIN1/RPL39/SPHK1/RPL24/RPL31/RPL35A/C12orf57/RPL5/RPL32/APBB1/RPL37/RPL41/TPM2/RPL35/RPL21/RPL7/RPL23A/DMPK/RPL13/RPL19/RPL8/PIK3CA/UBA52/RPL6/RPL18A/RPL29/RPL10A/HSP90AA1"
"Naive_T_TCF7_","muscle structure development",1.79790304274795,0.000885809961795192,264,"YY1/ID3/OLFM2/SEMA4C/PLEKHO1/SMARCC1/ZNF609/SOX8/NOG/PDLIM2/CD9/QKI/KMT5B/CDK9/EEF2/SRF/HDAC5/ACTN1/WDR1/RPL4/BIN1/RCAN1/ZFP36L1/RPL30/VPS54/RPL12/TMEM204/RPL5/SMARCA2/EID2/DMPK/SKI/ATP11A/GSK3A/RPL11/FOXO4/RPL9/CENPF/HDGFL2/MTLN/NINJ1/PBRM1/RPL17/SVIL/SELENON/OBSCN/RPL7A/UQCC2/PLCB1/VRK3/SMARCD2/CSRP1/CTNNB1/RPL21/MEF2B/ZBTB18/NACA/FXR1/RBM38/RPL34/RPL7/TGFBR1/RPL32/RPL6/RPL18A/TGFB1/CD81/RPL10/SMAD7/LRRC8A/COL6A3/ZNHIT1/REST/FHL3/UNC45A/SIRT2/KAT2A/RPL28/RPL39/NFATC3/SOX4/RPL19/BRD7/FKBP1A/ZBED6/RPL24/RPL29/IGSF8/RPL35A/RPL36A/RPL10A/KAT8/SMARCB1/CHUK/CD53/PHF10/RPL23/ZFPM1/RPL36/RPL38/MED1/MRTFA/MYL6/NKD1/TCF7L2/RPL41/COL6A1/MYH11/MAML1/RPL31/NFATC1/RPL27"
"Treg","myoblast fusion",2.29544359561988,0.000890300648014833,54,"RPL5/RPL11/RPL30/RPL12/RPL4/RPL9/RPL36A/RPL10/RPL32/RPL36/PLEKHO1/RPL17/RPL18A/RPL34/RPL21/RPL7A/RPLP0/RPL19/RPL6/RPL35/RPL39/RPL28/RPL27/RPL29/RPL23/RPL15/CD81/RPL41/RPL31/RPL38/RPL14/RPL35A/RPL10A/UBA52/RPL24"
"Naive_T_TCF7_","negative regulation of myoblast fusion",2.27234567704539,0.00098050911236943,46,"RPL4/RPL30/RPL12/RPL5/RPL11/RPL9/RPL17/RPL7A/RPL21/RPL34/RPL7/RPL32/RPL6/RPL18A/RPL10/RPL28/RPL39/RPL19/RPL24/RPL29/RPL35A/RPL36A/RPL10A/RPL23/RPL36/RPL38/RPL41/RPL31/RPL27/RPLP2/RPL18/RPLP0/RPL15/UBA52"
"Mast_cells","muscle structure development",1.97949911999328,0.00111248126241842,90,"RPL17/RPL12/RPL34/RPL36/RPL4/RPL36A/RPL39/RPL32/RPL14/RPL10/RPL18/ZFP36L1/RPLP2/RPL31/RPL24/RPL9/RPL13A/RPL35A/RPL27/RPL28/MYL6/RPL21/RPL10A/RPL37/RPL41/RPL11/RPL5/UBA52/RPL19/NACA/RPL30/BRD7/RPL7/RPL35/RPL29/RPL18A/SMARCC1/RPL37A/ARID1A/PDCD4/CD81/RPL15/RPL6/TGFB1/SMARCE1/PDLIM1/RPL38/AKAP13/RPL23A/EEF2/ZNHIT1"
"Cytotoxic_gamma_delta_T","developmental process involved in reproduction",1.68753096536566,0.00115185376827525,329,"TESK1/PSMB4/REC8/CSNK2A2/RPL31/IGF2R/RPL9/ZNF296/CHD7/YY1/TCFL5/RPL21/MYBL1/TUT7/RPL30/RPL19/AKR1C3/RPLP2/RPL7A/PSMB5/RPL23/AGFG2/RPL14/RPL6/RPL12/PARP1/FOXJ2/GPX4/RPL11/RPL28/STK11/ZFP57/ALKBH5/MOV10/RPL5/RPL7/RSBN1/CUL4A/RPL27/ODF2/PKD1/USP9Y/UBA52/EOMES/CRTAP/RPL18/SPATA2/RPL29/LRRC8A/HOXA10/PSAP/RPL37/CATSPER1/RPL34/RPL15/TDRD7/RPL32/CCNYL1/SLCO4C1/YTHDF2/RPL13/RPL41/CADM1/ZDBF2/RPL36/LSM14B/CSDE1/BCAP31/TDRKH/CUL4B/FAM50A/VIPAS39/RPL17/SELENOF/CTNNA1/NME8/ADAM15/ADGRG1/RPL35A/SEPTIN4/CTCF/RPL38/USP42/TESC/CETN2/TMEM203/CCNB1/RAN/RPL8/RPL24/RPL39L/MKRN2/DHX37/RPL18A/MSH6/PSMA3/RPL35/KATNAL1/CEP131/CEP128/RPLP0"
"Mast_cells","muscle system process",1.92768373432732,0.00121615524766067,88,"RPL17/RPL12/RPL34/RPL36/RPL4/RPL36A/RPL39/RPL32/RPL14/IL1B/RPL10/RPL18/RPLP2/GNAS/RPL31/RPL24/RPL9/RPL13A/RPL35A/RPL27/RPL28/MYL6/C12orf57/RPL21/RPL10A/RPL37/RPL41/RPL11/RPL5/UBA52/RPL19/RPL30/RPL7/RPL35/SRI/RPL29/RPL18A/RPL37A/RPL15/RPL6"
"NK","embryonic organ development",2.07427060504029,0.00136722273584295,87,"MBD2/MBD3/DVL1/KIT/TPRN/CHD7/NPHP3/ZFPM1/HOXB7/NECTIN1/CDC42/ZNF568/HIPK2/SRF/PBX2/PLXNA4/ECE1/RARG/TBX1/PPP1R35/KMT2A/HIPK1/RPL10/RBPJ/DVL2/PKD1/KDM2B/TGFB1/ENG/REST/MICAL2/NOTCH2/HOXB4/PBX3/DLL1/PCSK5/THOC5/TNF/TAF10/HOXB3/PBX4/SETDB2/SH2B3/MESP1/RAD23B/POLE"
"Cytotoxic_gamma_delta_T","muscle cell differentiation",1.84492547403471,0.00139707030692445,164,"NFATC2/RPL31/QKI/KDM1A/RPL9/YY1/RPL21/RPL36A/RPL30/HDGFL2/RPL19/CD81/RPLP2/RPL7A/RPL23/RPL14/RPL6/RPL12/NACA/RPL11/RPL28/CHRNB1/RPL5/RPL7/GSK3A/RPL27/TGFB1/PLEKHO1/UBA52/CAPN2/RPL18/RPL29/MAML1/RPL37/RPL39/RPL34/RPL15/RPL32/MTLN/DOCK5/RPL13/RPL41/CDK9/RPL36/CBY1/TBX1/RPL17/ATP11A/TPM1/NINJ1/RPL35A/RPL38/RPL10/ZBED6/CCNB1/RPL8/RPL24/ACTN1/RPL18A/RPL35/RPLP0"
"Cytotoxic_gamma_delta_T","muscle structure development",1.72091589257962,0.00177709183470494,270,"ZFPM1/LMNA/NFATC2/RPL31/QKI/S100B/KDM1A/EEF2/FHL3/RPL9/IGSF8/USP19/YY1/RPL21/PLCB1/RPL36A/RPL30/HDGFL2/RPL19/CD81/RPLP2/RPL7A/RPL23/RPL14/RPL6/RPL12/NACA/RPL11/RPL28/EMD/ARID1B/CHRNB1/RPL5/RPL7/GSK3A/RPL27/TGFB1/XKR8/S1PR1/PLEKHO1/UBA52/CAPN2/SMARCC2/RPL18/RPL29/LRRC8A/MAML1/TCF7L2/RPL37/VAMP5/RPL39/RPL34/RPL15/RPL32/MTLN/REST/DOCK5/RPL13/RPL41/CDK9/RPL36/CBY1/ZFP36L1/UNC45A/TBX1/RPL17/ATP11A/TPM1/NINJ1/SMARCD1/RPL35A/RPL38/RPL10/ACTL6A/ZBED6/CCNB1/RPL8/RPL24"
