"celltype","Description","NES","p.adjust","setSize","core_enrichment"
"T_cells_unresolved","striated muscle cell differentiation",1.97794624716748,0.00179099584421145,101,"RPL21/RPL23/RPL27/SMAD4/TPM1/MAML1/RPL9/RPL34/MYEF2/RPL36A/NOTCH1/FLII/RPL35/RPL10A/RPL31/RPL41/RPL17/RPL38/RPL35A/RPL23A/RPL13/RPL4/RPL37/PDGFRB/CD81/UBA52/NACA/RPL30/RPL13A/YY1/RPL18A/RPL36/RPL11/RPL5/TMOD3/CASP3/KAT2A/RPL10/RPL12/SKI/RPL37A/RPL24/RPL28/TTN/RPL14/RPL29/RPL19/RPL7A/MAPK14/RPL18/ARRB2/RPLP2/RPL7/RPL32/MTLN/CAPN2"
"NK","muscle system process",1.80934224355255,0.0018508642173977,181,"YY1/EEF2/KIT/TPM1/PABPN1/ATP1A1/HMOX1/GRK2/RPL23/RPL17/GNAS/TMOD3/RPL4/RPL12/RPL9/LMNA/RPL36/JUND/SRF/RPL36A/PRKACA/RPL27/RPL34/RPL11/RPL30/RPL38/RPL14/RPL28/RPL10/RPLP2/CACNA2D2/CHRNB1/RPL18/RPL15/RPL7A/ROCK2/FLNA/BIN1/RPL39/SPHK1/GSK3A/RPL24/RPL31/RPL35A/C12orf57/RPL5/RPL32/APBB1/RPL37/RPL41/TPM2/RPL35/RPL21/RPL7/RPL23A/DMPK/RPL13/RPL19/RPL8/PIK3CA/UBA52/RPL6/RPL18A/PDLIM5/RPL29/RPL10A/HSP90AA1/INPP5F/FOXP1/LTB4R/TTN/STUB1/FOXO1/TNF/RPLP0/ARRB1"
"Naive_CD8_T","muscle cell differentiation",1.85870470238964,0.00221556382220884,165,"YY1/ACTN1/RPL12/SRF/PLEKHO1/OBSCN/ACTN4/HDGFL2/SELENON/RPL4/RPL30/RPL5/MTLN/TPM1/NACA/OLFM2/CDK9/QKI/MAML1/GSK3A/SEMA4C/FHL2/TMEM204/CACYBP/RPL11/RBM38/RPL36A/RPL32/KDM1A/WDR1/RPL9/RPL7A/RPL7/BIN1/NFATC1/RPL24/PTBP1/RPL34/RPL10/RPL17/RPL39/RPL36/RPL19/CD9/RPL28/G6PD/RPL29/ENG/RPL35A/HDAC5/RPL6/RPL10A/RPL21/UBA52/RPLP1/RPL18A/TGFB1/RPL18/RPLP2/CD81/RPL23/RPL27/RCAN1/RPL38/RPL41/RPLP0/FLII/RBM4/NEURL2/TTN/RPL31/ARRB2/RPL15/RPL14/SMAD4"
"Naive_T_TCF7_","muscle cell differentiation",1.88635692371211,0.00224440203017969,156,"YY1/OLFM2/SEMA4C/PLEKHO1/CD9/QKI/CDK9/SRF/HDAC5/ACTN1/WDR1/RPL4/BIN1/RCAN1/RPL30/RPL12/TMEM204/RPL5/DMPK/SKI/ATP11A/GSK3A/RPL11/FOXO4/RPL9/HDGFL2/MTLN/NINJ1/RPL17/SELENON/OBSCN/RPL7A/CSRP1/RPL21/NACA/RBM38/RPL34/RPL7/RPL32/RPL6/RPL18A/TGFB1/CD81/RPL10/ZNHIT1/KAT2A/RPL28/RPL39/NFATC3/RPL19/ZBED6/RPL24/RPL29/RPL35A/RPL36A/RPL10A/CHUK/CD53/RPL23/RPL36/RPL38/MRTFA/RPL41/COL6A1/MYH11/MAML1/RPL31/NFATC1/RPL27/RPLP2/NEURL2/RPL18/RPLP0/RPL15/ACTN4/PPARA"
"CD14_CD163_macrophage","muscle cell differentiation",1.82329595891398,0.00236278140076464,146,"TPM1/RPL36/NACA/RPL27/RPL17/RPL32/RPL10A/RPL24/RPL11/RPL30/RPL4/RPL12/RPL34/RPL9/YY1/RPL36A/RBM38/ACTN1/RPL18A/RPL21/HDAC5/SKI/OBSCN/EHMT1/SMARCD3/RPL19/RPL5/RPL10/RPL38/UBA52/RPL28/RPL35A/CD81/RPL18/RPL23/RPL29/RPL39/RPL41/RPL14/RPLP1/RPL15/RPLP2/KDM1A/HDGFL2/RPL37/RPL31/MTLN/RPL7/SRF/RPL13"
"NK","negative regulation of developmental process",1.5914691229989,0.00250499418332016,396,"YY1/CLSTN3/CST3/PSMB4/AMOT/ING1/PDCD4/ANP32B/GDF11/BCL7C/SOX4/DTNBP1/NPHP3/FOXJ2/ZFPM1/HDAC5/RPL23/RPL17/GNAS/TPT1/ZFP36L1/CUL4A/ULK1/RPL4/VAT1/RPL12/RPL9/PINK1/SPSB3/BCOR/SUFU/KLF2/CDK5RAP2/RPL36/RUFY3/RPL36A/CDKN1B/QKI/CRIM1/BBS2/TBX1/KLF7/NELFB/RPL27/RGCC/ANXA1/ZNF706/ZNF296/RPL34/BCR/RAPGEF2/RPL11/ERFE/HGS/RPL30/LBH/RPL38/GDI1/SMARCA4/RPL14/RPL28/TBX21/RPL10/ABCA5/LDB1/RPLP2/HLA-G/CXCR3/NFATC1/RPL18/RPL15/RPL7A/ROCK2/APPL2/TRIO/LEO1/RPL39/EFNA3/STAT5A/GSK3A/RPL24/SORL1/ZBED6/RPL31/CTR9/LYN/GPS2/THBS1/RPL35A/MEN1/RPL5/SUZ12/B2M/ZNF354C/RPL32/TGFB1/SAP30L/RBBP4/KLF13/RPL37/VGLL4/RPL41/RPL35/HNRNPU/RPL21/RPL7/RPL23A/PAF1/MYC/REST/ZNF675/RPL13/RPL19/RCAN1/HMGB1/PPARD/NFATC2/RPL8/FOXO4/UBA52/SAP30/CUL4B/RPL6/EPHA4/WDTC1/RPL18A/DLL1/SRSF6/SLC12A2/RPL29/RPL10A/RUNX3/BICRA"
"Treg","myotube differentiation",2.05934192901261,0.00252560994073688,72,"RPL5/RPL11/RPL30/RPL12/RPL4/RPL9/HDAC5/RPL36A/NACA/RPL10/RPL32/RPL36/RBM38/PLEKHO1/RPL17/RPL18A/PLEC/RPL34/RPL21/RPL7A/RPLP0/PIEZO1/RPL19/RPL6/RPL35/RPL39/RPL28/RPL27/RPL29/RPL23/RPL15/SELENON/CD81/RPL41/RPL31/RPL38/RPL14/RPL35A/RPL10A/UBA52/RPL24/MAML1"
"NK","tube development",1.64185598278229,0.00254963049078925,312,"HECA/HSPB1/ZNF358/EMILIN2/DVL1/VEGFB/KIT/AMOT/ERAP1/MICALL1/HMOX1/LTA4H/S1PR1/SSBP3/SOX4/RAMP1/NPHP3/CCNB1/ITGA5/FOXJ2/HDAC5/PACSIN2/CTSZ/JMJD8/HOXB7/CDC42/RRAS/KLF2/HIPK2/SRF/NINJ1/CCM2/PKNOX1/PLXNA4/QKI/ECE1/TBX1/MMRN1/RGCC/ANXA1/CEBPA/AKT1/BSG/RAPGEF2/DEAF1/HGS/RHOB/HIPK1/FER/RBPJ/CUL7/GNAI2/AKT3/HLA-G/CXCR3/DVL2/ROCK2/PLXDC1/BMPR2/SPHK1/EFNA3/HIF1A/EGLN1/THBS1/PKD1/BAG6/AGGF1/ELMO2/ZNF354C/SP1/CAT/KDM2B/STIM1/IGFBP7/PDPK1/TGFB1/PAXIP1/GAB1/ERBB2/MYC/ENG/ZNF304/MICAL2/HMGB1/PIK3CA/FOXO4/NOTCH2/BRCA1/WNK1/ATP6AP2/SEMA4C/DLL1/SRSF6/SLC12A2/RNH1/TNFSF12"
"Treg","striated muscle cell differentiation",1.97164691055664,0.00266797020047804,107,"YY1/KAT2A/RPL5/OBSCN/RPL11/RPL30/RPL12/RPL4/TGFB1/MTLN/RPL9/HDAC5/RPL36A/NACA/RPL10/RPL32/RPL36/SMAD4/RBM38/PLEKHO1/RPL17/RPL18A/PLEC/RPL34/RPL21/RPL7A/RPLP0/SIRT6/PIEZO1/RPL19/FLII/RPL6/RPL35/RPL39/WDR1/RPL28/RPL27/RPL29/RPL23/RPL15/SELENON/CD81/RPL41/RPL31/RPL38/RPL14/RPL35A/RPL10A/TOMM70/UBA52/RPL24/MAML1/KDM6B"
"Mast_cells","negative regulation of developmental process",1.75499428856823,0.00268520891914641,141,"RPL17/PSMB4/HSPA9/SRGN/RPL12/RPL34/ZNF706/RPL36/PCM1/RPL4/RPL36A/RPL39/RPL32/RPL14/IL1B/RPL10/RPL18/ZFP36L1/RPLP2/GNAS/RPL31/RPL24/RPL9/RPL13A/PSMB8/RPL35A/RPL27/RPL28/PSMA3/CCDC85B/RPL21/RPL10A/TSC22D1/RPL37/HMGB1/CST3/RPL41/RPL11/RPL5/PRMT1/UBA52/LYN/RPL19/RPL30/RPL7/RPL35/RPL29/RPL18A/SMARCC1/RPL37A/PSMB2/PDCD4/RPL15/PML/MYB/RPL6/PTPN6/TGFB1"
"Treg","muscle system process",1.8100254652099,0.00301581445004169,167,"FOXO1/YY1/GRK2/GNAS/BIN1/PRKACA/TNFRSF1A/SETD3/RPL5/SRF/PABPN1/RPL11/RANGRF/RPL30/RPL12/RPL4/PDE9A/EEF2/RPL9/RPL36A/RPL10/RPL32/RPL36/HDAC2/GSTM2/SMAD4/RPL17/RPL18A/ARRB1/JUND/ATP1A1/RPL34/RPL21/RPL7A/RPLP0/CAMK2G/STUB1/RPL19/RPL6/RPL35/RPL39/TPM3/RPL28/RPL27/RPL29/CHRNB1/RPL23/RPL15/RPL41/ACTA2/SOD1/RPL31/DAG1/RPL38/RPL14/RPL35A/RPL10A/ATP2B1/TOMM70/UBA52/RPL24/PRKCA/HSP90AA1/ARHGEF11/TPM4/ROCK2/RPL18/NOTCH1/PAK1/RPLP2/KCNQ1/LMNA/TWF1/CHUK/PIK3CG/GSK3A/EMD/ARRB2/RPL13"
"Treg","striated muscle contraction",1.97666689152647,0.00304819071660931,92,"GRK2/GNAS/BIN1/PRKACA/RPL5/RPL11/RANGRF/RPL30/RPL12/RPL4/EEF2/RPL9/RPL36A/RPL10/RPL32/RPL36/GSTM2/RPL17/RPL18A/ATP1A1/RPL34/RPL21/RPL7A/RPLP0/RPL19/RPL6/RPL35/RPL39/RPL28/RPL27/RPL29/CHRNB1/RPL23/RPL15/RPL41/RPL31/RPL38/RPL14/RPL35A/RPL10A/UBA52/RPL24/HSP90AA1/ARHGEF11"
"Naive_CD8_T","striated muscle cell differentiation",1.87736282702979,0.00324061072297631,120,"YY1/RPL12/PLEKHO1/OBSCN/SELENON/RPL4/RPL30/RPL5/MTLN/TPM1/NACA/MAML1/GSK3A/FHL2/CACYBP/RPL11/RBM38/RPL36A/RPL32/WDR1/RPL9/RPL7A/RPL7/RPL24/RPL34/RPL10/RPL17/RPL39/RPL36/RPL19/CD9/RPL28/G6PD/RPL29/RPL35A/HDAC5/RPL6/RPL10A/RPL21/UBA52/RPLP1/RPL18A/TGFB1/RPL18/RPLP2/CD81/RPL23/RPL27/RPL38/RPL41/RPLP0/FLII/NEURL2/TTN/RPL31/ARRB2/RPL15/RPL14/SMAD4"
"Plasma_cells","muscle system process",1.76465152016226,0.00346833719038306,175,"CALM3/RPL28/RGS2/EMD/GRK2/KCNMA1/MYL6/NOTCH1/RPLP2/C12orf57/GNAS/FOXO1/PABPN1/RPL19/RPL11/JUND/YY1/RPL23/RPL10/RPL37/RPLP1/GSN/RPL9/RPL21/RPL7/RPL31/RPL36A/MYL4/RPL30/PARP1/EHD3/RPL41/GAA/SRF/PIK3CA/RPL36/RPL12/GAMT/FKBP1A/GSTO1/UTS2/FOXP1/RPL32/RPL35/TNFRSF1B/TRPM4/RPL34/UBA52/ATP2B1/TOMM70/PRKACA/RPL39"
"Cytotoxic_gamma_delta_T","chordate embryonic development",1.92007547060978,0.00347504704150833,90,"LFNG/DVL1/HOPX/SSBP3/MT-ND4/CHD7/FGFR1/PCSK5/BAP1/SCRIB/ASCL2/HOXB4/HOXC4/PKD2/CNOT3/CUL4A/TGFB1/PKD1/EOMES/NBN/FURIN"
"Treg","muscle structure development",1.72741409886348,0.00353725943642059,248,"ID3/NOG/YY1/BIN1/KAT2A/ZFP36L1/MRTFA/RPL5/SRF/ZFPM1/EHMT1/OBSCN/PBRM1/RPL11/RPL30/SMARCC2/RPL12/RPL4/FHL3/EEF2/TGFB1/HINFP/MTLN/CDK9/QKI/PHF10/RPL9/HDAC5/RPL36A/NACA/RPL10/RPL32/ZNF609/RPL36/PDLIM2/SMAD4/RBM38/PLEKHO1/MEF2B/RPL17/RPL18A/PLEC/RPL34/USP19/RPL21/RPL7A/RPLP0/PDLIM7/KDM1A/SIRT6/EID2/PIEZO1/PAXBP1/MEF2D/RPL19/FLII/OLFM2/RPL6/LEMD2/RPL35/SMARCD1/PDCD4/RPL39/WDR1/RPL28/RPL27/RPL29/CHRNB1/FXR1/RPL23/RPL15/SELENON/CD81/RPL41/BTBD1/SMARCE1/RPL31/DAG1/TMEM204/RPL38/BRD7/KMT5B/HIF1AN/RPL14/RPL35A/RPL10A/TOMM70/UBA52/RPL24/MAML1/SIRT1/RBM4/KDM6B/RPL18/NOTCH1/HDGFL2/VAMP5/PAK1/RPLP2/SMARCA2/ZBED6/NFATC3/REST/UNC45A/MED1/ARID1A/LMNA/MECP2/SMARCC1/MSC/CHUK/GSK3A/CASP3/S1PR1/EMD/ARRB2/RPL13"
"Naive_T_TCF7_","myotube differentiation",2.0699796571204,0.00367993528186938,74,"PLEKHO1/CD9/HDAC5/RPL4/RPL30/RPL12/RPL5/DMPK/SKI/ATP11A/RPL11/RPL9/RPL17/SELENON/RPL7A/RPL21/NACA/RBM38/RPL34/RPL7/RPL32/RPL6/RPL18A/CD81/RPL10/RPL28/RPL39/RPL19/RPL24/RPL29/RPL35A/RPL36A/RPL10A/CD53/RPL23/RPL36/RPL38/RPL41/COL6A1/MAML1/RPL31/RPL27/RPLP2/RPL18/RPLP0/RPL15"
"Naive_T_TCF7_","muscle contraction",1.91110920056365,0.00415891072839719,136,"GRK2/APBB1/SETD3/ROCK1/EEF2/SRF/GSTM2/PABPN1/CD38/RPL4/BIN1/GNAS/KCNH2/GAMT/RPL30/VPS54/RPL12/RPL5/DMPK/RPL11/P2RX4/RPL9/KCNQ1/HSP90AA1/RPL17/TPM2/CACNB1/RPL7A/RPL21/C12orf57/GSTO1/RPL34/RPL7/RPL32/SUMO1/RPL6/RPL18A/RPL10/SMAD7/RPL28/RPL39/RPL19/STUB1/FKBP1A/RPL24/RPL29/GSN/RPL35A/RPL36A/RANGRF/RPL10A/CHUK/MAP2K1/AKAP9/RPL23/RPL36/RPL38/MYL6/PIK3CG/RPL41/MYH11/RPL31/EHD3/RPL27/ATP1A1/RPLP2/RPL18/TPM4/RPLP0/DLG1/RPL15/CALM3"
"CD1C_DC","negative regulation of myoblast fusion",2.1024956966755,0.00483737808122741,45,"RPL27/RPL23A/RPL36/RPLP2/RPL12/RPLP0/UBA52/RPL21/RPL31/RPL24/RPL5/RPL9/RPL23/RPLP1/RPL36A/RPL41/RPL7/RPL32/RPL17/RPL14/RPL34/RPL10A/RPL30/RPL18A"
"CD14_CD163_macrophage","muscle structure development",1.63904116426565,0.00498950576795328,243,"TPM1/RPL36/SVIL/LRRC8A/NACA/SOX4/NOG/RPL27/RPL17/RPL32/RPL10A/RPL24/RPL11/RPL30/RPL4/RPL12/ZFPM1/RPL34/RPL9/YY1/DDX17/PDLIM2/ARID1A/PAXBP1/SFMBT1/RPL36A/TCF12/RBM38/VRK3/ACTN1/RPL18A/VPS54/RPL21/HDAC5/SKI/OBSCN/MED1/EHMT1/SMARCD3/RPL19/RPL5/EID2/RPL10/RPL38/UBA52/RPL28/RPL35A/CD81/RPL18/RPL23/ID3/RPL29/RPL39/RPL41/XKR8/RPL14/SMARCA2/RPLP1/UNC45A/RPL15/RPLP2/KDM1A/FHL3/HDGFL2/RPL37/RPL31/MTLN/RPL7/SRF/FLNB/RPL13/COPRS/SMARCB1/LEMD2/CHD2/RPL35/MAML1/RPL7A/ACTL6A/SMARCC2/BTG1/SMARCD1/RPLP0/CCNT2/TTN/BTBD1/FLII/TMOD2/S100B/GLMN/SRA1/QKI/CASP3/CASP7/PLEC/IGSF8/SIRT2"
"Naive_CD8_T","myotube differentiation",2.03891311594863,0.00577633456761901,76,"RPL12/PLEKHO1/SELENON/RPL4/RPL30/RPL5/NACA/MAML1/RPL11/RBM38/RPL36A/RPL32/RPL9/RPL7A/RPL7/RPL24/RPL34/RPL10/RPL17/RPL39/RPL36/RPL19/CD9/RPL28/RPL29/RPL35A/HDAC5/RPL6/RPL10A/RPL21/UBA52/RPLP1/RPL18A/RPL18/RPLP2/CD81/RPL23/RPL27/RPL38/RPL41/RPLP0"
"T_cells_unresolved","striated muscle contraction",1.95297235085713,0.0060606285358693,84,"RPL21/RPL23/GRK2/GAA/RPL27/TPM1/RPL9/RPL34/RPL36A/RPL35/RPL10A/BIN1/RPL31/RPL41/RPL17/RPL38/RPL35A/RPL23A/RPL13/C12orf57/RPL4/RANGRF/RPL37/UBA52/RPL30/RPL13A/RPL18A/RPL36/RPL11/CAMK2D/RPL5/AKAP9/RPL10/RPL12/RPL37A/RPL24/RPL28/TTN/RPL14/RPL29/RPL19/HSP90AA1/RPL7A/RPL18/RPLP2/RPL7/RPL32/SMAD7/GNAS/RPL15/VPS54/RPL39"
"Treg","muscle cell differentiation",1.83093671437618,0.00630219005651951,150,"YY1/BIN1/KAT2A/MRTFA/RPL5/SRF/EHMT1/OBSCN/RPL11/RPL30/RPL12/RPL4/TGFB1/MTLN/CDK9/QKI/RPL9/HDAC5/RPL36A/NACA/RPL10/RPL32/RPL36/SMAD4/RBM38/PLEKHO1/RPL17/RPL18A/PLEC/RPL34/RPL21/RPL7A/RPLP0/KDM1A/SIRT6/PIEZO1/RPL19/FLII/OLFM2/RPL6/RPL35/PDCD4/RPL39/WDR1/RPL28/RPL27/RPL29/CHRNB1/RPL23/RPL15/SELENON/CD81/RPL41/RPL31/TMEM204/RPL38/RPL14/RPL35A/RPL10A/TOMM70/UBA52/RPL24/MAML1/SIRT1/RBM4/KDM6B/RPL18/NOTCH1/HDGFL2/PAK1/RPLP2/ZBED6/NFATC3"
"Treg","muscle contraction",1.8514743280597,0.00765581198717006,126,"GRK2/GNAS/BIN1/PRKACA/SETD3/RPL5/SRF/PABPN1/RPL11/RANGRF/RPL30/RPL12/RPL4/EEF2/RPL9/RPL36A/RPL10/RPL32/RPL36/GSTM2/RPL17/RPL18A/ATP1A1/RPL34/RPL21/RPL7A/RPLP0/STUB1/RPL19/RPL6/RPL35/RPL39/TPM3/RPL28/RPL27/RPL29/CHRNB1/RPL23/RPL15/RPL41/ACTA2/SOD1/RPL31/RPL38/RPL14/RPL35A/RPL10A/ATP2B1/UBA52/RPL24/HSP90AA1/ARHGEF11/TPM4/ROCK2/RPL18"
"T_cells_unresolved","muscle contraction",1.83467715927168,0.00772729097708011,119,"PABPN1/RPL21/RPL23/GRK2/GAA/RPL27/TPM1/RPL9/LTB4R/RPL34/RPL36A/PPP1R12B/RPL35/RPL10A/BIN1/RPL31/RPL41/RPL17/DAPK3/RPL38/RPL35A/RPL23A/RPL13/C12orf57/RPL4/RANGRF/RPL37/UBA52/RPL30/RPL13A/RPL18A/RPL36/SRF/RPL11/CAMK2D/RPL5/TMOD3/PIK3C2A/ENO1/AKAP9/RPL10/RPL12/RPL37A/RPL24/RPL28/TTN/RPL14/RPL29/CD38/RPL19/HSP90AA1/PROK2/RPL7A/RPL18/RPLP2/RPL7/RPL32/SMAD7/GNAS/RPL15/NMUR1/CACNA2D2/VPS54/RPL39"
"T_cells_unresolved","muscle cell differentiation",1.80359310937176,0.00820672298369313,137,"RPL21/RPL23/RPL27/SMAD4/TMEM204/TPM1/MAML1/HDGFL2/RPL9/RPL34/MYEF2/RPL36A/NOTCH1/FLII/RPL35/RPL10A/BIN1/RPL31/RPL41/RPL17/RPL38/RPL35A/GLMN/RPL23A/RPL13/SEMA4C/RPL4/RPL37/PDGFRB/CD81/UBA52/NACA/RPL30/RPL13A/EHMT1/YY1/RPL18A/RPL36/SRF/RPL11/RPL5/CDK9/TMOD3/CASP3/KAT2A/RPL10/RPL12/SKI/RPL37A/RPL24/RPL28/TTN/RPL14/RPL29/RPL19/PTBP1/RPL7A/MAPK14/RPL18/ZNHIT1/ARRB2/RPLP2/RPL7/RPL32/MTLN/CAPN2/SYNE1/RPL15/PDCD4/RPL39/PPP3CA/ACTN1/NFATC2"
"Naive_CD8_T","striated muscle contraction",1.88339068931319,0.00827602686556318,101,"GRK2/RPL12/EEF2/KCNQ1/SNTA1/RPL4/RPL30/GNAS/RPL5/TPM1/HSP90AA1/RPL11/RPL36A/PRKACA/RPL32/RPL9/RPL7A/RPL7/BIN1/GSTM2/RPL24/RPL34/RPL10/RPL17/RPL39/RPL36/RPL19/RPL28/GAA/RPL29/RPL35A/C12orf57/RPL6/FKBP1A/RPL10A/RPL21/UBA52/RPLP1/RPL18A/RPL18/RPLP2/RPL23/RPL27/CALM3/RPL38/PIK3CG/RPL41/RPLP0"
"Naive_CD8_T","muscle structure development",1.63608974219128,0.00827602686556318,281,"YY1/ACTN1/FHL3/RPL12/SRF/PLEKHO1/NOG/OBSCN/EEF2/ZFP36L1/ACTN4/SOX4/HDGFL2/SELENON/RPL4/RPL30/SMARCC1/RPL5/MTLN/TPM1/EID2/NACA/OLFM2/ID3/CDK9/QKI/MAML1/GSK3A/SEMA4C/FHL2/ZFPM1/TMEM204/CACYBP/RPL11/KMT5B/PHF10/ZNF609/RBM38/PDLIM2/ZBTB18/SMARCA2/RPL36A/RPL32/KDM1A/WDR1/RPL9/RPL7A/RPL7/BIN1/NFATC1/RPL24/SOX8/PTBP1/SMARCA4/RPL34/RPL10/SMARCE1/RPL17/RPL39/RPL36/RPL19/CD9/RPL28/G6PD/PLCB1/RPL29/ENG/RPL35A/HDAC5/SMARCB1/RPL6/FKBP1A/RPL10A/RPL21/UBA52/RPLP1/RPL18A/TGFB1/RPL18/RPLP2/CD81/RPL23/CENPF/RPL27/REST/TGFBR1/RCAN1/RPL38/RPL41/RPLP0/BRD7/FLII/RBM4/TCF7L2/MEF2B/NEURL2/SIRT2/EID2B/TTN/LRRC8A/RPL31/FXR1/ARRB2/CTNNB1/ARID1A/RPL15/XKR8/RPL14/SMAD4/BTBD1/HINFP"
"Naive_T_TCF7_","myoblast fusion",2.00204049195869,0.00945014566882418,56,"PLEKHO1/CD9/RPL4/RPL30/RPL12/RPL5/RPL11/RPL9/RPL17/RPL7A/RPL21/RPL34/RPL7/RPL32/RPL6/RPL18A/CD81/RPL10/RPL28/RPL39/RPL19/RPL24/RPL29/RPL35A/RPL36A/RPL10A/CD53/RPL23/RPL36/RPL38/RPL41/RPL31/RPL27/RPLP2/RPL18/RPLP0/RPL15"
"pDC","regulation of myoblast fusion",2.13094561283331,0.0103256572058872,48,"PLEKHO1/RPL7/RPL9/RPL24/RPL30/RPL12/RPL19/RPL23/RPL34/RPL32/RPL10/RPL27/RPL39/RPL18A/RPL17/RPL41/RPLP2/RPL11/RPL35A/RPL21/RPL7A/RPL36/RPL36A/UBA52/RPL8/RPL31/RPL37/RPL29/RPL5"
"Naive_T_TCF7_","regulation of myoblast fusion",2.00339855188599,0.010400864968987,52,"PLEKHO1/RPL4/RPL30/RPL12/RPL5/RPL11/RPL9/RPL17/RPL7A/RPL21/RPL34/RPL7/RPL32/RPL6/RPL18A/RPL10/RPL28/RPL39/RPL19/RPL24/RPL29/RPL35A/RPL36A/RPL10A/CD53/RPL23/RPL36/RPL38/RPL41/RPL31/RPL27/RPLP2/RPL18/RPLP0/RPL15/UBA52"
"Naive_T_TCF7_","muscle system process",1.69817937318793,0.010400864968987,177,"YY1/GRK2/APBB1/SETD3/FOXO1/ROCK1/TNFRSF1A/EEF2/SRF/GSTM2/PABPN1/CD38/RPL4/BIN1/GNAS/KCNH2/GAMT/RPL30/VPS54/RPL12/RPL5/DMPK/GSK3A/RPL11/P2RX4/RPL9/KCNQ1/HSP90AA1/RPL17/TPM2/CACNB1/RPL7A/RPL21/HDAC2/C12orf57/GSTO1/RPL34/RPL7/RPL32/SUMO1/RPL6/RPL18A/RPL10/SMAD7/PARP1/RPL28/RPL39/RPL19/STUB1/FKBP1A/RPL24/RPL29/GSN/RPL35A/RPL36A/RANGRF/RPL10A/CHUK/JUND/MAP2K1/AKAP9/RPL23/RPL36/RPL38/MYL6/PIK3CG/RPL41/MYH11/RPL31/EHD3/RPL27/ATP1A1/RPLP2/RPL18/TPM4/RPLP0/DLG1/RPL15/PPARA/CALM3/GLRX3"
"NK","circulatory system development",1.56589165023485,0.0108983182815748,365,"YY1/MBD2/HSPB1/MBD3/EMILIN2/DVL1/VEGFB/KIT/TPM1/AMOT/ERAP1/MICALL1/TRAF3IP2/HMOX1/S1PR1/PDCD4/SOX4/RAMP1/CHD7/NPHP3/CCNB1/ITGA5/FOXJ2/ZFPM1/HDAC5/PACSIN2/JMJD8/CDC42/BCOR/RRAS/KLF2/MAML1/HIPK2/SRF/NINJ1/CDKN1B/CCM2/KDM6B/UTY/PKNOX1/PLXNA4/QKI/PECAM1/CDKL1/ECE1/TBX1/MMRN1/RGCC/ANXA1/AKT1/BSG/RAPGEF2/MEF2B/HGS/STK11/RHOB/HIPK1/NACA/RBPJ/CUL7/GNAI2/AKT3/HLA-G/CXCR3/NFATC1/DVL2/ROCK2/PLXDC1/BMPR2/SPHK1/EFNA3/DUSP6/GSK3A/CACYBP/HIF1A/SMG9/EGLN1/THBS1/PKD1/AGGF1/KRAS/ELMO2/ZNF354C/SP1/STIM1/IGFBP7/PDPK1/TGFB1/PAXIP1/VGLL4/GAB1/ERBB2/ENG/ZNF304/REST/MICAL2/HMGB1/PPARD/NFATC2/PIK3CA/FOXO4/NOTCH2/NEK8/BRCA1/WNK1/TMEM204/DLL1/SLC12A2/RNH1/TNFSF12/PDLIM5/MEF2D"
"pDC","myoblast fusion",2.13096523652183,0.0116348566122718,51,"PLEKHO1/RPL7/RPL9/RPL24/RPL30/RPL12/RPL19/RPL23/RPL34/RPL32/RPL10/CD81/RPL27/RPL39/RPL18A/RPL17/RPL41/RPLP2/RPL11/RPL35A/RPL21/RPL7A/RPL36/RPL36A/UBA52/RPL8/RPL31/RPL37/RPL29"
"pDC","negative regulation of myoblast fusion",2.07232393572794,0.0116348566122718,45,"RPL7/RPL9/RPL24/RPL30/RPL12/RPL19/RPL23/RPL34/RPL32/RPL10/RPL27/RPL39/RPL18A/RPL17/RPL41/RPLP2/RPL11/RPL35A/RPL21/RPL7A/RPL36/RPL36A/UBA52/RPL8/RPL31/RPL37/RPL29/RPL5"
"Plasma_cells","myotube differentiation",1.88809005436644,0.0146641425522067,76,"RPL28/CD9/NOTCH1/RPLP2/RPL19/RPL11/RPL23/RPL10/RPL37/RPLP1/RPL9/RPL21/RPL7/CD81/RPL31/RPL36A/RPL30/PLEKHO1/RPL41/CD53/RPL36/RPL12/RBM38/HDAC5/RPL32/RPL35/RPL34/UBA52/RPL39"
"Mast_cells","developmental process involved in reproduction",1.72125632018483,0.0150510117891665,106,"RPL17/PSMB4/RPL12/RPL34/RPL36/GATA1/RPL4/RPL32/RPL14/RPL18/RPLP2/RPL31/RPL24/RPL9/RPL13A/RPL35A/RPL27/RPL28/PSMA3/RPL21/RPL10A/RPL37/PSMB6/RPL41/RPL11/RPL5/UBA52/RPL19/RPL30/RPL7/RPL35/RPL29/RPL18A/SMARCC1/RPL37A/PSMB2/SEPTIN2/RPL15/RPL6/STAU1/HADH/RPL38/TMED2/RPL23A/GPX4/PARP1/NCOA4/RPL13/RPL8/RPLP1"
