"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"MAZ",76.7572898659856,0.915010747656883,0.161097005945104,5.67987432347863,1.347937472489e-08,0.000134119778512656
"SAMD1",8.44622289005294,1.86660699287753,0.349775668550542,5.33658330384353,9.47143672092263e-08,0.000471203976865901
"CENPB",11.6552123701964,1.42611234358587,0.278040848606187,5.12914685282735,2.9105822882529e-07,0.000965343125603879
"CCNL1",117.583624760958,-0.619390267310231,0.128038480009275,-4.83753217989905,1.31461106542953e-06,0.00280540396715517
"TESK1",4.29334197622352,1.82074841884209,0.37746505438461,4.8236211476861,1.40975073726391e-06,0.00280540396715517
"SLC25A28",15.5150215423022,1.16905479232014,0.246662529374978,4.73949081476796,2.14255946956871e-06,0.00355307778703478
"UBE2M",29.5710907856464,1.0670648685535,0.238028857601581,4.48292227801884,7.36277512317308e-06,0.0104656589250817
"MBD2",45.4742238066243,1.22334966859708,0.292944377313831,4.17604761632445,2.96617755713265e-05,0.0368918333668374
"FOXK2",8.02750411005645,1.20081512186404,0.291586418381241,4.11821349063664,3.81820893191359e-05,0.0422124209694892
"BRD4",80.6479053922188,0.634117881533164,0.157406875897434,4.02852720326115,5.61273670509929e-05,0.055846730215738
"TNFAIP3",113.095961130151,-0.949355702848958,0.255588973413717,-3.71438442812733,0.000203698936536955,0.152043515592913
"CLSTN3",8.75372835532934,1.19447575560662,0.324195175716542,3.68443408501244,0.000229211330039568,0.152043515592913
"BPTF",75.4494616854862,0.573133361744157,0.155393198921313,3.68827828838492,0.000225776638554037,0.152043515592913
"TIMP2",5.93366111760109,1.50059161211466,0.398848586030149,3.76230896804843,0.000168351889607609,0.152043515592913
"IRAK1",15.4976260172615,0.866635517732046,0.233021274265867,3.7191261633187,0.000199913186188636,0.152043515592913
"FBRSL1",17.2322989088388,0.840494386939034,0.229874587185572,3.65631711286348,0.000255864805694111,0.159115926041025
"ID3",36.65765057944,1.08783545382859,0.302159236114054,3.60020586436077,0.000317965336051349,0.170550842545954
"AC093010.2",11.1071091395448,-1.62646311538899,0.454692550275609,-3.57706127888641,0.000347478737098592,0.170550842545954
"TRAV10",22.1116337741888,-1.58252756677073,0.436863386343286,-3.62247699450644,0.000291795419175993,0.170550842545954
